"Código","Municipio","Total de viviendas","Tipo de Vivienda","Cantidad de Viviendas","Porcentaje de Viviendas"
905,"Sibilia",2708,"Cuarto de casa de vecindad",0,0
905,"Sibilia",2708,"Rancho",3,0.11
905,"Sibilia",2708,"Improvisada",0,0
905,"Sibilia",2708,"Otro",0,0
905,"Sibilia",2708,"Particular no registrada",0,0
906,"Cabricán",5989,"Total de viviendas colectivas",0,0
906,"Cabricán",5989,"Casa Formal",5984,99.92
906,"Cabricán",5989,"Apartamento",0,0
906,"Cabricán",5989,"Cuarto de casa de vecindad",0,0
906,"Cabricán",5989,"Rancho",3,0.05
906,"Cabricán",5989,"Improvisada",1,0.02
906,"Cabricán",5989,"Otro",0,0
906,"Cabricán",5989,"Particular no registrada",1,0.02
907,"Cajolá",4126,"Total de viviendas colectivas",0,0
907,"Cajolá",4126,"Casa Formal",4119,99.83
907,"Cajolá",4126,"Apartamento",0,0
907,"Cajolá",4126,"Cuarto de casa de vecindad",0,0
907,"Cajolá",4126,"Rancho",1,0.02
907,"Cajolá",4126,"Improvisada",2,0.05
907,"Cajolá",4126,"Otro",0,0
907,"Cajolá",4126,"Particular no registrada",4,0.1
908,"San Miguel Siguilá",2059,"Total de viviendas colectivas",0,0
908,"San Miguel Siguilá",2059,"Casa Formal",2050,99.56
908,"San Miguel Siguilá",2059,"Apartamento",1,0.05
908,"San Miguel Siguilá",2059,"Cuarto de casa de vecindad",1,0.05
908,"San Miguel Siguilá",2059,"Rancho",1,0.05
908,"San Miguel Siguilá",2059,"Improvisada",4,0.19
908,"San Miguel Siguilá",2059,"Otro",0,0
908,"San Miguel Siguilá",2059,"Particular no registrada",2,0.1
909,"San Juan Ostuncalco",14391,"Total de viviendas colectivas",0,0
909,"San Juan Ostuncalco",14391,"Casa Formal",14279,99.22
909,"San Juan Ostuncalco",14391,"Apartamento",19,0.13
909,"San Juan Ostuncalco",14391,"Cuarto de casa de vecindad",4,0.03
909,"San Juan Ostuncalco",14391,"Rancho",6,0.04
909,"San Juan Ostuncalco",14391,"Improvisada",12,0.08
909,"San Juan Ostuncalco",14391,"Otro",0,0
909,"San Juan Ostuncalco",14391,"Particular no registrada",71,0.49
910,"San Mateo",2005,"Total de viviendas colectivas",1,0.05
910,"San Mateo",2005,"Casa Formal",1970,98.25
910,"San Mateo",2005,"Apartamento",12,0.6
910,"San Mateo",2005,"Cuarto de casa de vecindad",18,0.9
910,"San Mateo",2005,"Rancho",1,0.05
910,"San Mateo",2005,"Improvisada",0,0
910,"San Mateo",2005,"Otro",0,0
910,"San Mateo",2005,"Particular no registrada",3,0.15
911,"Concepción Chiquirichapa",4689,"Total de viviendas colectivas",0,0
911,"Concepción Chiquirichapa",4689,"Casa Formal",4671,99.62
911,"Concepción Chiquirichapa",4689,"Apartamento",11,0.23
911,"Concepción Chiquirichapa",4689,"Cuarto de casa de vecindad",2,0.04
911,"Concepción Chiquirichapa",4689,"Rancho",1,0.02
911,"Concepción Chiquirichapa",4689,"Improvisada",0,0
911,"Concepción Chiquirichapa",4689,"Otro",0,0
911,"Concepción Chiquirichapa",4689,"Particular no registrada",4,0.09
912,"San Martín Sacatepéquez",7195,"Total de viviendas colectivas",0,0
912,"San Martín Sacatepéquez",7195,"Casa Formal",7176,99.74
912,"San Martín Sacatepéquez",7195,"Apartamento",7,0.1
912,"San Martín Sacatepéquez",7195,"Cuarto de casa de vecindad",2,0.03
912,"San Martín Sacatepéquez",7195,"Rancho",1,0.01
912,"San Martín Sacatepéquez",7195,"Improvisada",4,0.06
912,"San Martín Sacatepéquez",7195,"Otro",0,0
912,"San Martín Sacatepéquez",7195,"Particular no registrada",5,0.07
913,"Almolonga",4075,"Total de viviendas colectivas",0,0
913,"Almolonga",4075,"Casa Formal",4066,99.78
913,"Almolonga",4075,"Apartamento",2,0.05
913,"Almolonga",4075,"Cuarto de casa de vecindad",3,0.07
913,"Almolonga",4075,"Rancho",0,0
913,"Almolonga",4075,"Improvisada",3,0.07
913,"Almolonga",4075,"Otro",0,0
913,"Almolonga",4075,"Particular no registrada",1,0.02
914,"Cantel",8811,"Total de viviendas colectivas",2,0.02
914,"Cantel",8811,"Casa Formal",8689,98.62
914,"Cantel",8811,"Apartamento",11,0.12
914,"Cantel",8811,"Cuarto de casa de vecindad",82,0.93
914,"Cantel",8811,"Rancho",4,0.05
914,"Cantel",8811,"Improvisada",5,0.06
914,"Cantel",8811,"Otro",1,0.01
914,"Cantel",8811,"Particular no registrada",17,0.19
915,"Huitán",3417,"Total de viviendas colectivas",1,0.03
915,"Huitán",3417,"Casa Formal",3405,99.65
915,"Huitán",3417,"Apartamento",0,0
915,"Huitán",3417,"Cuarto de casa de vecindad",1,0.03
915,"Huitán",3417,"Rancho",2,0.06
915,"Huitán",3417,"Improvisada",1,0.03
915,"Huitán",3417,"Otro",0,0
915,"Huitán",3417,"Particular no registrada",7,0.2
916,"Zunil",4052,"Total de viviendas colectivas",0,0
916,"Zunil",4052,"Casa Formal",4043,99.78
916,"Zunil",4052,"Apartamento",1,0.02
916,"Zunil",4052,"Cuarto de casa de vecindad",2,0.05
916,"Zunil",4052,"Rancho",0,0
916,"Zunil",4052,"Improvisada",3,0.07
916,"Zunil",4052,"Otro",0,0
916,"Zunil",4052,"Particular no registrada",3,0.07
917,"Colomba Costa Cuca",12802,"Total de viviendas colectivas",0,0
917,"Colomba Costa Cuca",12802,"Casa Formal",12675,99.01
917,"Colomba Costa Cuca",12802,"Apartamento",3,0.02
917,"Colomba Costa Cuca",12802,"Cuarto de casa de vecindad",13,0.1
917,"Colomba Costa Cuca",12802,"Rancho",11,0.09
917,"Colomba Costa Cuca",12802,"Improvisada",65,0.51
917,"Colomba Costa Cuca",12802,"Otro",13,0.1
917,"Colomba Costa Cuca",12802,"Particular no registrada",22,0.17
918,"San Francisco la Unión",2154,"Total de viviendas colectivas",0,0
918,"San Francisco la Unión",2154,"Casa Formal",2150,99.81
918,"San Francisco la Unión",2154,"Apartamento",1,0.05
918,"San Francisco la Unión",2154,"Cuarto de casa de vecindad",0,0
918,"San Francisco la Unión",2154,"Rancho",0,0
918,"San Francisco la Unión",2154,"Improvisada",1,0.05
918,"San Francisco la Unión",2154,"Otro",0,0
918,"San Francisco la Unión",2154,"Particular no registrada",2,0.09
919,"El Palmar",6833,"Total de viviendas colectivas",0,0
919,"El Palmar",6833,"Casa Formal",6809,99.65
919,"El Palmar",6833,"Apartamento",5,0.07
919,"El Palmar",6833,"Cuarto de casa de vecindad",4,0.06
919,"El Palmar",6833,"Rancho",2,0.03
919,"El Palmar",6833,"Improvisada",8,0.12
919,"El Palmar",6833,"Otro",1,0.01
919,"El Palmar",6833,"Particular no registrada",4,0.06
920,"Coatepeque",29211,"Total de viviendas colectivas",10,0.03
920,"Coatepeque",29211,"Casa Formal",27888,95.47
920,"Coatepeque",29211,"Apartamento",318,1.09
920,"Coatepeque",29211,"Cuarto de casa de vecindad",295,1.01
920,"Coatepeque",29211,"Rancho",58,0.2
920,"Coatepeque",29211,"Improvisada",461,1.58
920,"Coatepeque",29211,"Otro",10,0.03
920,"Coatepeque",29211,"Particular no registrada",171,0.59
921,"Génova",9446,"Total de viviendas colectivas",0,0
921,"Génova",9446,"Casa Formal",8537,90.38
921,"Génova",9446,"Apartamento",5,0.05
921,"Génova",9446,"Cuarto de casa de vecindad",6,0.06
921,"Génova",9446,"Rancho",9,0.1
921,"Génova",9446,"Improvisada",858,9.08
921,"Génova",9446,"Otro",23,0.24
921,"Génova",9446,"Particular no registrada",8,0.08
922,"Flores Costa Cuca",5273,"Total de viviendas colectivas",0,0
922,"Flores Costa Cuca",5273,"Casa Formal",5207,98.75
922,"Flores Costa Cuca",5273,"Apartamento",2,0.04
922,"Flores Costa Cuca",5273,"Cuarto de casa de vecindad",4,0.08
922,"Flores Costa Cuca",5273,"Rancho",1,0.02
922,"Flores Costa Cuca",5273,"Improvisada",59,1.12
922,"Flores Costa Cuca",5273,"Otro",0,0
922,"Flores Costa Cuca",5273,"Particular no registrada",0,0
923,"La Esperanza",5866,"Total de viviendas colectivas",8,0.14
923,"La Esperanza",5866,"Casa Formal",5799,98.86
923,"La Esperanza",5866,"Apartamento",47,0.8
923,"La Esperanza",5866,"Cuarto de casa de vecindad",8,0.14
923,"La Esperanza",5866,"Rancho",1,0.02
923,"La Esperanza",5866,"Improvisada",1,0.02
923,"La Esperanza",5866,"Otro",1,0.02
923,"La Esperanza",5866,"Particular no registrada",1,0.02
924,"Palestina de los Altos",5166,"Total de viviendas colectivas",0,0
924,"Palestina de los Altos",5166,"Casa Formal",5148,99.65
924,"Palestina de los Altos",5166,"Apartamento",3,0.06
924,"Palestina de los Altos",5166,"Cuarto de casa de vecindad",1,0.02
924,"Palestina de los Altos",5166,"Rancho",5,0.1
924,"Palestina de los Altos",5166,"Improvisada",7,0.14
924,"Palestina de los Altos",5166,"Otro",1,0.02
924,"Palestina de los Altos",5166,"Particular no registrada",1,0.02
1001,"Mazatenango",22133,"Total de viviendas colectivas",11,0.05
1001,"Mazatenango",22133,"Casa Formal",19700,89.01
1001,"Mazatenango",22133,"Apartamento",532,2.4
1001,"Mazatenango",22133,"Cuarto de casa de vecindad",670,3.03
1001,"Mazatenango",22133,"Rancho",969,4.38
1001,"Mazatenango",22133,"Improvisada",180,0.81
1001,"Mazatenango",22133,"Otro",9,0.04
1001,"Mazatenango",22133,"Particular no registrada",62,0.28
1002,"Cuyotenango",8810,"Total de viviendas colectivas",2,0.02
1002,"Cuyotenango",8810,"Casa Formal",8431,95.7
1002,"Cuyotenango",8810,"Apartamento",13,0.15
1002,"Cuyotenango",8810,"Cuarto de casa de vecindad",116,1.32
1002,"Cuyotenango",8810,"Rancho",13,0.15
1002,"Cuyotenango",8810,"Improvisada",210,2.38
1002,"Cuyotenango",8810,"Otro",6,0.07
1002,"Cuyotenango",8810,"Particular no registrada",19,0.22
1003,"San Francisco Zapotitlán",5905,"Total de viviendas colectivas",0,0
1003,"San Francisco Zapotitlán",5905,"Casa Formal",5781,97.9
1003,"San Francisco Zapotitlán",5905,"Apartamento",42,0.71
1003,"San Francisco Zapotitlán",5905,"Cuarto de casa de vecindad",65,1.1
1003,"San Francisco Zapotitlán",5905,"Rancho",4,0.07
1003,"San Francisco Zapotitlán",5905,"Improvisada",11,0.19
1003,"San Francisco Zapotitlán",5905,"Otro",1,0.02
1003,"San Francisco Zapotitlán",5905,"Particular no registrada",1,0.02
1004,"San Bernardino",4004,"Total de viviendas colectivas",0,0
1004,"San Bernardino",4004,"Casa Formal",3871,96.68
1004,"San Bernardino",4004,"Apartamento",24,0.6
1004,"San Bernardino",4004,"Cuarto de casa de vecindad",24,0.6
1004,"San Bernardino",4004,"Rancho",2,0.05
1004,"San Bernardino",4004,"Improvisada",80,2
1004,"San Bernardino",4004,"Otro",2,0.05
1004,"San Bernardino",4004,"Particular no registrada",1,0.02
1005,"San José el Ídolo",2743,"Total de viviendas colectivas",0,0
1005,"San José el Ídolo",2743,"Casa Formal",2712,98.87
1005,"San José el Ídolo",2743,"Apartamento",2,0.07
1005,"San José el Ídolo",2743,"Cuarto de casa de vecindad",4,0.15
1005,"San José el Ídolo",2743,"Rancho",1,0.04
1005,"San José el Ídolo",2743,"Improvisada",23,0.84
1005,"San José el Ídolo",2743,"Otro",1,0.04
1005,"San José el Ídolo",2743,"Particular no registrada",0,0
1006,"Santo Domingo Suchitepéquez",10884,"Total de viviendas colectivas",0,0
1006,"Santo Domingo Suchitepéquez",10884,"Casa Formal",10199,93.71
1006,"Santo Domingo Suchitepéquez",10884,"Apartamento",8,0.07
1006,"Santo Domingo Suchitepéquez",10884,"Cuarto de casa de vecindad",22,0.2
1006,"Santo Domingo Suchitepéquez",10884,"Rancho",456,4.19
1006,"Santo Domingo Suchitepéquez",10884,"Improvisada",176,1.62
1006,"Santo Domingo Suchitepéquez",10884,"Otro",14,0.13
1006,"Santo Domingo Suchitepéquez",10884,"Particular no registrada",9,0.08
1007,"San Lorenzo",3757,"Total de viviendas colectivas",0,0
1007,"San Lorenzo",3757,"Casa Formal",3670,97.68
1007,"San Lorenzo",3757,"Apartamento",4,0.11
1007,"San Lorenzo",3757,"Cuarto de casa de vecindad",7,0.19
1007,"San Lorenzo",3757,"Rancho",52,1.38
1007,"San Lorenzo",3757,"Improvisada",22,0.59
1007,"San Lorenzo",3757,"Otro",1,0.03
1007,"San Lorenzo",3757,"Particular no registrada",1,0.03
1008,"Samayac",6440,"Total de viviendas colectivas",0,0
1008,"Samayac",6440,"Casa Formal",6302,97.86
1008,"Samayac",6440,"Apartamento",17,0.26
1008,"Samayac",6440,"Cuarto de casa de vecindad",28,0.43
1008,"Samayac",6440,"Rancho",6,0.09
1008,"Samayac",6440,"Improvisada",82,1.27
1008,"Samayac",6440,"Otro",2,0.03
1008,"Samayac",6440,"Particular no registrada",3,0.05
1009,"San Pablo Jocopilas",5177,"Total de viviendas colectivas",0,0
1009,"San Pablo Jocopilas",5177,"Casa Formal",5139,99.27
1009,"San Pablo Jocopilas",5177,"Apartamento",6,0.12
1009,"San Pablo Jocopilas",5177,"Cuarto de casa de vecindad",8,0.15
1009,"San Pablo Jocopilas",5177,"Rancho",2,0.04
1009,"San Pablo Jocopilas",5177,"Improvisada",19,0.37
1009,"San Pablo Jocopilas",5177,"Otro",1,0.02
1009,"San Pablo Jocopilas",5177,"Particular no registrada",2,0.04
1010,"San Antonio Suchitepéquez",13631,"Total de viviendas colectivas",4,0.03
1010,"San Antonio Suchitepéquez",13631,"Casa Formal",13042,95.68
1010,"San Antonio Suchitepéquez",13631,"Apartamento",51,0.37
1010,"San Antonio Suchitepéquez",13631,"Cuarto de casa de vecindad",254,1.86
1010,"San Antonio Suchitepéquez",13631,"Rancho",5,0.04
1010,"San Antonio Suchitepéquez",13631,"Improvisada",226,1.66
1010,"San Antonio Suchitepéquez",13631,"Otro",9,0.07
1010,"San Antonio Suchitepéquez",13631,"Particular no registrada",40,0.29
1011,"San Miguel Panán",2310,"Total de viviendas colectivas",0,0
1011,"San Miguel Panán",2310,"Casa Formal",2301,99.61
1011,"San Miguel Panán",2310,"Apartamento",2,0.09
1011,"San Miguel Panán",2310,"Cuarto de casa de vecindad",0,0
1011,"San Miguel Panán",2310,"Rancho",2,0.09
1011,"San Miguel Panán",2310,"Improvisada",4,0.17
1011,"San Miguel Panán",2310,"Otro",1,0.04
1011,"San Miguel Panán",2310,"Particular no registrada",0,0
1012,"San Gabriel",1850,"Total de viviendas colectivas",1,0.05
1012,"San Gabriel",1850,"Casa Formal",1820,98.38
1012,"San Gabriel",1850,"Apartamento",8,0.43
1012,"San Gabriel",1850,"Cuarto de casa de vecindad",13,0.7
1012,"San Gabriel",1850,"Rancho",0,0
1012,"San Gabriel",1850,"Improvisada",3,0.16
1012,"San Gabriel",1850,"Otro",0,0
1012,"San Gabriel",1850,"Particular no registrada",5,0.27
1013,"Chicacao",13134,"Total de viviendas colectivas",0,0
1013,"Chicacao",13134,"Casa Formal",12664,96.42
1013,"Chicacao",13134,"Apartamento",39,0.3
1013,"Chicacao",13134,"Cuarto de casa de vecindad",59,0.45
1013,"Chicacao",13134,"Rancho",6,0.05
1013,"Chicacao",13134,"Improvisada",346,2.63
1013,"Chicacao",13134,"Otro",14,0.11
1013,"Chicacao",13134,"Particular no registrada",6,0.05
1014,"Patulul",10207,"Total de viviendas colectivas",2,0.02
1014,"Patulul",10207,"Casa Formal",9814,96.15
1014,"Patulul",10207,"Apartamento",34,0.33
1014,"Patulul",10207,"Cuarto de casa de vecindad",61,0.6
1014,"Patulul",10207,"Rancho",7,0.07
1014,"Patulul",10207,"Improvisada",277,2.71
1014,"Patulul",10207,"Otro",9,0.09
1014,"Patulul",10207,"Particular no registrada",3,0.03
1015,"Santa Bárbara",6189,"Total de viviendas colectivas",0,0
1015,"Santa Bárbara",6189,"Casa Formal",6007,97.06
1015,"Santa Bárbara",6189,"Apartamento",3,0.05
1015,"Santa Bárbara",6189,"Cuarto de casa de vecindad",91,1.47
1015,"Santa Bárbara",6189,"Rancho",4,0.06
1015,"Santa Bárbara",6189,"Improvisada",81,1.31
1015,"Santa Bárbara",6189,"Otro",1,0.02
1015,"Santa Bárbara",6189,"Particular no registrada",2,0.03
1016,"San Juan Bautista",1918,"Total de viviendas colectivas",0,0
1016,"San Juan Bautista",1918,"Casa Formal",1764,91.97
1016,"San Juan Bautista",1918,"Apartamento",0,0
1016,"San Juan Bautista",1918,"Cuarto de casa de vecindad",6,0.31
1016,"San Juan Bautista",1918,"Rancho",0,0
1016,"San Juan Bautista",1918,"Improvisada",142,7.4
1016,"San Juan Bautista",1918,"Otro",2,0.1
1016,"San Juan Bautista",1918,"Particular no registrada",4,0.21
1017,"Santo Tomas la Unión",2886,"Total de viviendas colectivas",0,0
1017,"Santo Tomas la Unión",2886,"Casa Formal",2853,98.86
1017,"Santo Tomas la Unión",2886,"Apartamento",29,1
1017,"Santo Tomas la Unión",2886,"Cuarto de casa de vecindad",2,0.07
1017,"Santo Tomas la Unión",2886,"Rancho",1,0.03
1017,"Santo Tomas la Unión",2886,"Improvisada",1,0.03
1017,"Santo Tomas la Unión",2886,"Otro",0,0
1017,"Santo Tomas la Unión",2886,"Particular no registrada",0,0
1018,"Zunilito",1804,"Total de viviendas colectivas",0,0
1018,"Zunilito",1804,"Casa Formal",1801,99.83
1018,"Zunilito",1804,"Apartamento",1,0.06
1018,"Zunilito",1804,"Cuarto de casa de vecindad",0,0
1018,"Zunilito",1804,"Rancho",0,0
1018,"Zunilito",1804,"Improvisada",2,0.11
1018,"Zunilito",1804,"Otro",0,0
1018,"Zunilito",1804,"Particular no registrada",0,0
1019,"Pueblo Nuevo",2742,"Total de viviendas colectivas",0,0
1019,"Pueblo Nuevo",2742,"Casa Formal",2730,99.56
1019,"Pueblo Nuevo",2742,"Apartamento",1,0.04
1019,"Pueblo Nuevo",2742,"Cuarto de casa de vecindad",0,0
1019,"Pueblo Nuevo",2742,"Rancho",0,0
1019,"Pueblo Nuevo",2742,"Improvisada",9,0.33
1019,"Pueblo Nuevo",2742,"Otro",1,0.04
1019,"Pueblo Nuevo",2742,"Particular no registrada",1,0.04
1020,"Río Bravo",7314,"Total de viviendas colectivas",0,0
1020,"Río Bravo",7314,"Casa Formal",6680,91.33
1020,"Río Bravo",7314,"Apartamento",3,0.04
1020,"Río Bravo",7314,"Cuarto de casa de vecindad",59,0.81
1020,"Río Bravo",7314,"Rancho",6,0.08
1020,"Río Bravo",7314,"Improvisada",554,7.57
1020,"Río Bravo",7314,"Otro",6,0.08
1020,"Río Bravo",7314,"Particular no registrada",6,0.08
1021,"San José La Máquina",6311,"Total de viviendas colectivas",3,0.05
1021,"San José La Máquina",6311,"Casa Formal",5853,92.74
1021,"San José La Máquina",6311,"Apartamento",0,0
1021,"San José La Máquina",6311,"Cuarto de casa de vecindad",13,0.21
1021,"San José La Máquina",6311,"Rancho",289,4.58
1021,"San José La Máquina",6311,"Improvisada",136,2.15
1021,"San José La Máquina",6311,"Otro",7,0.11
1021,"San José La Máquina",6311,"Particular no registrada",10,0.16
1101,"Retalhuleu",25979,"Total de viviendas colectivas",9,0.03
1101,"Retalhuleu",25979,"Casa Formal",24058,92.61
1101,"Retalhuleu",25979,"Apartamento",272,1.05
1101,"Retalhuleu",25979,"Cuarto de casa de vecindad",661,2.54
1101,"Retalhuleu",25979,"Rancho",573,2.21
1101,"Retalhuleu",25979,"Improvisada",291,1.12
1101,"Retalhuleu",25979,"Otro",29,0.11
1101,"Retalhuleu",25979,"Particular no registrada",86,0.33
1102,"San Sebastián",7484,"Total de viviendas colectivas",0,0
1102,"San Sebastián",7484,"Casa Formal",7349,98.2
1102,"San Sebastián",7484,"Apartamento",10,0.13
1102,"San Sebastián",7484,"Cuarto de casa de vecindad",40,0.53
1102,"San Sebastián",7484,"Rancho",5,0.07
1102,"San Sebastián",7484,"Improvisada",70,0.94
1102,"San Sebastián",7484,"Otro",0,0
1102,"San Sebastián",7484,"Particular no registrada",10,0.13
1103,"Santa Cruz Muluá",3441,"Total de viviendas colectivas",0,0
1103,"Santa Cruz Muluá",3441,"Casa Formal",3361,97.68
1103,"Santa Cruz Muluá",3441,"Apartamento",4,0.12
1103,"Santa Cruz Muluá",3441,"Cuarto de casa de vecindad",17,0.49
1103,"Santa Cruz Muluá",3441,"Rancho",17,0.49
1103,"Santa Cruz Muluá",3441,"Improvisada",39,1.13
1103,"Santa Cruz Muluá",3441,"Otro",0,0
1103,"Santa Cruz Muluá",3441,"Particular no registrada",3,0.09
1104,"San Martín Zapotitlán",3057,"Total de viviendas colectivas",0,0
1104,"San Martín Zapotitlán",3057,"Casa Formal",2999,98.1
1104,"San Martín Zapotitlán",3057,"Apartamento",6,0.2
1104,"San Martín Zapotitlán",3057,"Cuarto de casa de vecindad",11,0.36
1104,"San Martín Zapotitlán",3057,"Rancho",0,0
1104,"San Martín Zapotitlán",3057,"Improvisada",30,0.98
1104,"San Martín Zapotitlán",3057,"Otro",6,0.2
1104,"San Martín Zapotitlán",3057,"Particular no registrada",5,0.16
1105,"San Felipe",6457,"Total de viviendas colectivas",3,0.05
1105,"San Felipe",6457,"Casa Formal",6267,97.06
1105,"San Felipe",6457,"Apartamento",52,0.81
1105,"San Felipe",6457,"Cuarto de casa de vecindad",113,1.75
1105,"San Felipe",6457,"Rancho",2,0.03
1105,"San Felipe",6457,"Improvisada",13,0.2
1105,"San Felipe",6457,"Otro",2,0.03
1105,"San Felipe",6457,"Particular no registrada",5,0.08
1106,"San Andrés Villa Seca",12048,"Total de viviendas colectivas",1,0.01
1106,"San Andrés Villa Seca",12048,"Casa Formal",11110,92.21
1106,"San Andrés Villa Seca",12048,"Apartamento",1,0.01
1106,"San Andrés Villa Seca",12048,"Cuarto de casa de vecindad",34,0.28
1106,"San Andrés Villa Seca",12048,"Rancho",800,6.64
1106,"San Andrés Villa Seca",12048,"Improvisada",73,0.61
1106,"San Andrés Villa Seca",12048,"Otro",19,0.16
1106,"San Andrés Villa Seca",12048,"Particular no registrada",10,0.08
1107,"Champerico",10458,"Total de viviendas colectivas",0,0
1107,"Champerico",10458,"Casa Formal",9145,87.45
1107,"Champerico",10458,"Apartamento",34,0.33
1107,"Champerico",10458,"Cuarto de casa de vecindad",70,0.67
1107,"Champerico",10458,"Rancho",954,9.12
1107,"Champerico",10458,"Improvisada",177,1.69
1107,"Champerico",10458,"Otro",47,0.45
1107,"Champerico",10458,"Particular no registrada",31,0.3
1108,"Nuevo San Carlos",9665,"Total de viviendas colectivas",0,0
1108,"Nuevo San Carlos",9665,"Casa Formal",9408,97.34
1108,"Nuevo San Carlos",9665,"Apartamento",14,0.14
1108,"Nuevo San Carlos",9665,"Cuarto de casa de vecindad",8,0.08
1108,"Nuevo San Carlos",9665,"Rancho",19,0.2
1108,"Nuevo San Carlos",9665,"Improvisada",210,2.17
1108,"Nuevo San Carlos",9665,"Otro",2,0.02
1108,"Nuevo San Carlos",9665,"Particular no registrada",4,0.04
1109,"El Asintal",9293,"Total de viviendas colectivas",0,0
1109,"El Asintal",9293,"Casa Formal",8721,93.84
1109,"El Asintal",9293,"Apartamento",6,0.06
1109,"El Asintal",9293,"Cuarto de casa de vecindad",53,0.57
1109,"El Asintal",9293,"Rancho",32,0.34
1109,"El Asintal",9293,"Improvisada",474,5.1
1109,"El Asintal",9293,"Otro",5,0.05
1109,"El Asintal",9293,"Particular no registrada",2,0.02
1201,"San Marcos",12953,"Total de viviendas colectivas",6,0.05
1201,"San Marcos",12953,"Casa Formal",12799,98.81
1201,"San Marcos",12953,"Apartamento",81,0.63
1201,"San Marcos",12953,"Cuarto de casa de vecindad",16,0.12
1201,"San Marcos",12953,"Rancho",6,0.05
1201,"San Marcos",12953,"Improvisada",11,0.08
1201,"San Marcos",12953,"Otro",3,0.02
1201,"San Marcos",12953,"Particular no registrada",31,0.24
1202,"San Pedro Sacatepéquez",22067,"Total de viviendas colectivas",11,0.05
1202,"San Pedro Sacatepéquez",22067,"Casa Formal",21883,99.17
1202,"San Pedro Sacatepéquez",22067,"Apartamento",77,0.35
1202,"San Pedro Sacatepéquez",22067,"Cuarto de casa de vecindad",28,0.13
1202,"San Pedro Sacatepéquez",22067,"Rancho",11,0.05
1202,"San Pedro Sacatepéquez",22067,"Improvisada",24,0.11
1202,"San Pedro Sacatepéquez",22067,"Otro",12,0.05
1202,"San Pedro Sacatepéquez",22067,"Particular no registrada",21,0.1
1203,"San Antonio Sacatepéquez",5369,"Total de viviendas colectivas",1,0.02
1203,"San Antonio Sacatepéquez",5369,"Casa Formal",5334,99.35
1203,"San Antonio Sacatepéquez",5369,"Apartamento",2,0.04
1203,"San Antonio Sacatepéquez",5369,"Cuarto de casa de vecindad",0,0
1203,"San Antonio Sacatepéquez",5369,"Rancho",3,0.06
1203,"San Antonio Sacatepéquez",5369,"Improvisada",24,0.45
1203,"San Antonio Sacatepéquez",5369,"Otro",1,0.02
1203,"San Antonio Sacatepéquez",5369,"Particular no registrada",4,0.07
1204,"Comitancillo",14229,"Total de viviendas colectivas",1,0.01
1204,"Comitancillo",14229,"Casa Formal",14029,98.59
1204,"Comitancillo",14229,"Apartamento",11,0.08
1204,"Comitancillo",14229,"Cuarto de casa de vecindad",8,0.06
1204,"Comitancillo",14229,"Rancho",115,0.81
1204,"Comitancillo",14229,"Improvisada",13,0.09
1204,"Comitancillo",14229,"Otro",1,0.01
1204,"Comitancillo",14229,"Particular no registrada",51,0.36
1205,"San Miguel Ixtahuacán",12810,"Total de viviendas colectivas",0,0
1205,"San Miguel Ixtahuacán",12810,"Casa Formal",12712,99.23
1205,"San Miguel Ixtahuacán",12810,"Apartamento",13,0.1
1205,"San Miguel Ixtahuacán",12810,"Cuarto de casa de vecindad",6,0.05
1205,"San Miguel Ixtahuacán",12810,"Rancho",29,0.23
1205,"San Miguel Ixtahuacán",12810,"Improvisada",14,0.11
1205,"San Miguel Ixtahuacán",12810,"Otro",14,0.11
1205,"San Miguel Ixtahuacán",12810,"Particular no registrada",22,0.17
1206,"Concepción Tutuapa",19727,"Total de viviendas colectivas",5,0.03
1206,"Concepción Tutuapa",19727,"Casa Formal",19485,98.77
1206,"Concepción Tutuapa",19727,"Apartamento",1,0.01
1206,"Concepción Tutuapa",19727,"Cuarto de casa de vecindad",6,0.03
1206,"Concepción Tutuapa",19727,"Rancho",153,0.78
1206,"Concepción Tutuapa",19727,"Improvisada",26,0.13
1206,"Concepción Tutuapa",19727,"Otro",2,0.01
1206,"Concepción Tutuapa",19727,"Particular no registrada",49,0.25
1207,"Tacaná",15367,"Total de viviendas colectivas",4,0.03
1207,"Tacaná",15367,"Casa Formal",15239,99.17
1207,"Tacaná",15367,"Apartamento",6,0.04
1207,"Tacaná",15367,"Cuarto de casa de vecindad",8,0.05
1207,"Tacaná",15367,"Rancho",81,0.53
1207,"Tacaná",15367,"Improvisada",22,0.14
1207,"Tacaná",15367,"Otro",0,0
1207,"Tacaná",15367,"Particular no registrada",7,0.05
1208,"Sibinal",3681,"Total de viviendas colectivas",0,0
1208,"Sibinal",3681,"Casa Formal",3670,99.7
1208,"Sibinal",3681,"Apartamento",0,0
1208,"Sibinal",3681,"Cuarto de casa de vecindad",0,0
1208,"Sibinal",3681,"Rancho",5,0.14
1208,"Sibinal",3681,"Improvisada",4,0.11
1208,"Sibinal",3681,"Otro",0,0
1208,"Sibinal",3681,"Particular no registrada",2,0.05
1209,"Tajumulco",11935,"Total de viviendas colectivas",0,0
1209,"Tajumulco",11935,"Casa Formal",11727,98.26
1209,"Tajumulco",11935,"Apartamento",2,0.02
1209,"Tajumulco",11935,"Cuarto de casa de vecindad",3,0.03
1209,"Tajumulco",11935,"Rancho",13,0.11
