"Código","Municipio","Total de viviendas particulares","Material Predominante del Techo","Cantidad de Viviendas","Porcentaje de Viviendas Particulares"
910,"San Mateo",2004,"Paja, palma o similar",1,0.05
910,"San Mateo",2004,"Material de desecho",0,0
910,"San Mateo",2004,"Otro",1,0.05
910,"San Mateo",2004,"No especificado",3,0.15
911,"Concepción Chiquirichapa",4689,"Concreto",3359,71.64
911,"Concepción Chiquirichapa",4689,"Lámina metálica",1215,25.91
911,"Concepción Chiquirichapa",4689,"Asbesto cemento",20,0.43
911,"Concepción Chiquirichapa",4689,"Teja",90,1.92
911,"Concepción Chiquirichapa",4689,"Paja, palma o similar",1,0.02
911,"Concepción Chiquirichapa",4689,"Material de desecho",0,0
911,"Concepción Chiquirichapa",4689,"Otro",0,0
911,"Concepción Chiquirichapa",4689,"No especificado",4,0.09
912,"San Martín Sacatepéquez",7195,"Concreto",2241,31.15
912,"San Martín Sacatepéquez",7195,"Lámina metálica",4834,67.19
912,"San Martín Sacatepéquez",7195,"Asbesto cemento",71,0.99
912,"San Martín Sacatepéquez",7195,"Teja",40,0.56
912,"San Martín Sacatepéquez",7195,"Paja, palma o similar",1,0.01
912,"San Martín Sacatepéquez",7195,"Material de desecho",0,0
912,"San Martín Sacatepéquez",7195,"Otro",3,0.04
912,"San Martín Sacatepéquez",7195,"No especificado",5,0.07
913,"Almolonga",4075,"Concreto",2130,52.27
913,"Almolonga",4075,"Lámina metálica",1930,47.36
913,"Almolonga",4075,"Asbesto cemento",4,0.1
913,"Almolonga",4075,"Teja",9,0.22
913,"Almolonga",4075,"Paja, palma o similar",0,0
913,"Almolonga",4075,"Material de desecho",1,0.02
913,"Almolonga",4075,"Otro",0,0
913,"Almolonga",4075,"No especificado",1,0.02
914,"Cantel",8809,"Concreto",2022,22.95
914,"Cantel",8809,"Lámina metálica",5166,58.64
914,"Cantel",8809,"Asbesto cemento",62,0.7
914,"Cantel",8809,"Teja",1524,17.3
914,"Cantel",8809,"Paja, palma o similar",4,0.05
914,"Cantel",8809,"Material de desecho",0,0
914,"Cantel",8809,"Otro",14,0.16
914,"Cantel",8809,"No especificado",17,0.19
915,"Huitán",3416,"Concreto",859,25.15
915,"Huitán",3416,"Lámina metálica",2385,69.82
915,"Huitán",3416,"Asbesto cemento",2,0.06
915,"Huitán",3416,"Teja",159,4.65
915,"Huitán",3416,"Paja, palma o similar",2,0.06
915,"Huitán",3416,"Material de desecho",0,0
915,"Huitán",3416,"Otro",2,0.06
915,"Huitán",3416,"No especificado",7,0.2
916,"Zunil",4052,"Concreto",1933,47.7
916,"Zunil",4052,"Lámina metálica",1876,46.3
916,"Zunil",4052,"Asbesto cemento",199,4.91
916,"Zunil",4052,"Teja",41,1.01
916,"Zunil",4052,"Paja, palma o similar",0,0
916,"Zunil",4052,"Material de desecho",0,0
916,"Zunil",4052,"Otro",0,0
916,"Zunil",4052,"No especificado",3,0.07
917,"Colomba Costa Cuca",12802,"Concreto",769,6.01
917,"Colomba Costa Cuca",12802,"Lámina metálica",11524,90.02
917,"Colomba Costa Cuca",12802,"Asbesto cemento",51,0.4
917,"Colomba Costa Cuca",12802,"Teja",415,3.24
917,"Colomba Costa Cuca",12802,"Paja, palma o similar",11,0.09
917,"Colomba Costa Cuca",12802,"Material de desecho",0,0
917,"Colomba Costa Cuca",12802,"Otro",10,0.08
917,"Colomba Costa Cuca",12802,"No especificado",22,0.17
918,"San Francisco la Unión",2154,"Concreto",1076,49.95
918,"San Francisco la Unión",2154,"Lámina metálica",759,35.24
918,"San Francisco la Unión",2154,"Asbesto cemento",14,0.65
918,"San Francisco la Unión",2154,"Teja",303,14.07
918,"San Francisco la Unión",2154,"Paja, palma o similar",0,0
918,"San Francisco la Unión",2154,"Material de desecho",0,0
918,"San Francisco la Unión",2154,"Otro",0,0
918,"San Francisco la Unión",2154,"No especificado",2,0.09
919,"El Palmar",6833,"Concreto",756,11.06
919,"El Palmar",6833,"Lámina metálica",6000,87.81
919,"El Palmar",6833,"Asbesto cemento",29,0.42
919,"El Palmar",6833,"Teja",37,0.54
919,"El Palmar",6833,"Paja, palma o similar",2,0.03
919,"El Palmar",6833,"Material de desecho",0,0
919,"El Palmar",6833,"Otro",5,0.07
919,"El Palmar",6833,"No especificado",4,0.06
920,"Coatepeque",29201,"Concreto",6720,23.01
920,"Coatepeque",29201,"Lámina metálica",21098,72.25
920,"Coatepeque",29201,"Asbesto cemento",118,0.4
920,"Coatepeque",29201,"Teja",964,3.3
920,"Coatepeque",29201,"Paja, palma o similar",61,0.21
920,"Coatepeque",29201,"Material de desecho",9,0.03
920,"Coatepeque",29201,"Otro",60,0.21
920,"Coatepeque",29201,"No especificado",171,0.59
921,"Génova",9446,"Concreto",219,2.32
921,"Génova",9446,"Lámina metálica",8814,93.31
921,"Génova",9446,"Asbesto cemento",9,0.1
921,"Génova",9446,"Teja",373,3.95
921,"Génova",9446,"Paja, palma o similar",16,0.17
921,"Génova",9446,"Material de desecho",2,0.02
921,"Génova",9446,"Otro",5,0.05
921,"Génova",9446,"No especificado",8,0.08
922,"Flores Costa Cuca",5273,"Concreto",264,5.01
922,"Flores Costa Cuca",5273,"Lámina metálica",4859,92.15
922,"Flores Costa Cuca",5273,"Asbesto cemento",15,0.28
922,"Flores Costa Cuca",5273,"Teja",131,2.48
922,"Flores Costa Cuca",5273,"Paja, palma o similar",2,0.04
922,"Flores Costa Cuca",5273,"Material de desecho",2,0.04
922,"Flores Costa Cuca",5273,"Otro",0,0
922,"Flores Costa Cuca",5273,"No especificado",0,0
923,"La Esperanza",5858,"Concreto",3375,57.61
923,"La Esperanza",5858,"Lámina metálica",2408,41.11
923,"La Esperanza",5858,"Asbesto cemento",31,0.53
923,"La Esperanza",5858,"Teja",37,0.63
923,"La Esperanza",5858,"Paja, palma o similar",1,0.02
923,"La Esperanza",5858,"Material de desecho",0,0
923,"La Esperanza",5858,"Otro",5,0.09
923,"La Esperanza",5858,"No especificado",1,0.02
924,"Palestina de los Altos",5166,"Concreto",1535,29.71
924,"Palestina de los Altos",5166,"Lámina metálica",3561,68.93
924,"Palestina de los Altos",5166,"Asbesto cemento",7,0.14
924,"Palestina de los Altos",5166,"Teja",53,1.03
924,"Palestina de los Altos",5166,"Paja, palma o similar",5,0.1
924,"Palestina de los Altos",5166,"Material de desecho",1,0.02
924,"Palestina de los Altos",5166,"Otro",3,0.06
924,"Palestina de los Altos",5166,"No especificado",1,0.02
1001,"Mazatenango",22122,"Concreto",6239,28.2
1001,"Mazatenango",22122,"Lámina metálica",14116,63.81
1001,"Mazatenango",22122,"Asbesto cemento",494,2.23
1001,"Mazatenango",22122,"Teja",187,0.85
1001,"Mazatenango",22122,"Paja, palma o similar",980,4.43
1001,"Mazatenango",22122,"Material de desecho",13,0.06
1001,"Mazatenango",22122,"Otro",31,0.14
1001,"Mazatenango",22122,"No especificado",62,0.28
1002,"Cuyotenango",8808,"Concreto",821,9.32
1002,"Cuyotenango",8808,"Lámina metálica",7840,89.01
1002,"Cuyotenango",8808,"Asbesto cemento",17,0.19
1002,"Cuyotenango",8808,"Teja",71,0.81
1002,"Cuyotenango",8808,"Paja, palma o similar",26,0.3
1002,"Cuyotenango",8808,"Material de desecho",4,0.05
1002,"Cuyotenango",8808,"Otro",10,0.11
1002,"Cuyotenango",8808,"No especificado",19,0.22
1003,"San Francisco Zapotitlán",5905,"Concreto",1367,23.15
1003,"San Francisco Zapotitlán",5905,"Lámina metálica",4211,71.31
1003,"San Francisco Zapotitlán",5905,"Asbesto cemento",37,0.63
1003,"San Francisco Zapotitlán",5905,"Teja",281,4.76
1003,"San Francisco Zapotitlán",5905,"Paja, palma o similar",4,0.07
1003,"San Francisco Zapotitlán",5905,"Material de desecho",0,0
1003,"San Francisco Zapotitlán",5905,"Otro",4,0.07
1003,"San Francisco Zapotitlán",5905,"No especificado",1,0.02
1004,"San Bernardino",4004,"Concreto",508,12.69
1004,"San Bernardino",4004,"Lámina metálica",3467,86.59
1004,"San Bernardino",4004,"Asbesto cemento",5,0.12
1004,"San Bernardino",4004,"Teja",17,0.42
1004,"San Bernardino",4004,"Paja, palma o similar",2,0.05
1004,"San Bernardino",4004,"Material de desecho",1,0.02
1004,"San Bernardino",4004,"Otro",3,0.07
1004,"San Bernardino",4004,"No especificado",1,0.02
1005,"San José el Ídolo",2743,"Concreto",126,4.59
1005,"San José el Ídolo",2743,"Lámina metálica",2588,94.35
1005,"San José el Ídolo",2743,"Asbesto cemento",3,0.11
1005,"San José el Ídolo",2743,"Teja",22,0.8
1005,"San José el Ídolo",2743,"Paja, palma o similar",1,0.04
1005,"San José el Ídolo",2743,"Material de desecho",1,0.04
1005,"San José el Ídolo",2743,"Otro",2,0.07
1005,"San José el Ídolo",2743,"No especificado",0,0
1006,"Santo Domingo Suchitepéquez",10884,"Concreto",390,3.58
1006,"Santo Domingo Suchitepéquez",10884,"Lámina metálica",9785,89.9
1006,"Santo Domingo Suchitepéquez",10884,"Asbesto cemento",65,0.6
1006,"Santo Domingo Suchitepéquez",10884,"Teja",150,1.38
1006,"Santo Domingo Suchitepéquez",10884,"Paja, palma o similar",462,4.24
1006,"Santo Domingo Suchitepéquez",10884,"Material de desecho",2,0.02
1006,"Santo Domingo Suchitepéquez",10884,"Otro",21,0.19
1006,"Santo Domingo Suchitepéquez",10884,"No especificado",9,0.08
1007,"San Lorenzo",3757,"Concreto",171,4.55
1007,"San Lorenzo",3757,"Lámina metálica",3509,93.4
1007,"San Lorenzo",3757,"Asbesto cemento",6,0.16
1007,"San Lorenzo",3757,"Teja",10,0.27
1007,"San Lorenzo",3757,"Paja, palma o similar",52,1.38
1007,"San Lorenzo",3757,"Material de desecho",0,0
1007,"San Lorenzo",3757,"Otro",8,0.21
1007,"San Lorenzo",3757,"No especificado",1,0.03
1008,"Samayac",6440,"Concreto",1278,19.84
1008,"Samayac",6440,"Lámina metálica",5133,79.7
1008,"Samayac",6440,"Asbesto cemento",9,0.14
1008,"Samayac",6440,"Teja",9,0.14
1008,"Samayac",6440,"Paja, palma o similar",6,0.09
1008,"Samayac",6440,"Material de desecho",1,0.02
1008,"Samayac",6440,"Otro",1,0.02
1008,"Samayac",6440,"No especificado",3,0.05
1009,"San Pablo Jocopilas",5177,"Concreto",594,11.47
1009,"San Pablo Jocopilas",5177,"Lámina metálica",4508,87.08
1009,"San Pablo Jocopilas",5177,"Asbesto cemento",57,1.1
1009,"San Pablo Jocopilas",5177,"Teja",11,0.21
1009,"San Pablo Jocopilas",5177,"Paja, palma o similar",2,0.04
1009,"San Pablo Jocopilas",5177,"Material de desecho",1,0.02
1009,"San Pablo Jocopilas",5177,"Otro",2,0.04
1009,"San Pablo Jocopilas",5177,"No especificado",2,0.04
1010,"San Antonio Suchitepéquez",13627,"Concreto",1319,9.68
1010,"San Antonio Suchitepéquez",13627,"Lámina metálica",12046,88.4
1010,"San Antonio Suchitepéquez",13627,"Asbesto cemento",131,0.96
1010,"San Antonio Suchitepéquez",13627,"Teja",62,0.45
1010,"San Antonio Suchitepéquez",13627,"Paja, palma o similar",5,0.04
1010,"San Antonio Suchitepéquez",13627,"Material de desecho",6,0.04
1010,"San Antonio Suchitepéquez",13627,"Otro",18,0.13
1010,"San Antonio Suchitepéquez",13627,"No especificado",40,0.29
1011,"San Miguel Panán",2310,"Concreto",146,6.32
1011,"San Miguel Panán",2310,"Lámina metálica",2144,92.81
1011,"San Miguel Panán",2310,"Asbesto cemento",4,0.17
1011,"San Miguel Panán",2310,"Teja",8,0.35
1011,"San Miguel Panán",2310,"Paja, palma o similar",2,0.09
1011,"San Miguel Panán",2310,"Material de desecho",0,0
1011,"San Miguel Panán",2310,"Otro",6,0.26
1011,"San Miguel Panán",2310,"No especificado",0,0
1012,"San Gabriel",1849,"Concreto",337,18.23
1012,"San Gabriel",1849,"Lámina metálica",1501,81.18
1012,"San Gabriel",1849,"Asbesto cemento",1,0.05
1012,"San Gabriel",1849,"Teja",3,0.16
1012,"San Gabriel",1849,"Paja, palma o similar",0,0
1012,"San Gabriel",1849,"Material de desecho",0,0
1012,"San Gabriel",1849,"Otro",2,0.11
1012,"San Gabriel",1849,"No especificado",5,0.27
1013,"Chicacao",13134,"Concreto",736,5.6
1013,"Chicacao",13134,"Lámina metálica",12174,92.69
1013,"Chicacao",13134,"Asbesto cemento",48,0.37
1013,"Chicacao",13134,"Teja",113,0.86
1013,"Chicacao",13134,"Paja, palma o similar",6,0.05
1013,"Chicacao",13134,"Material de desecho",4,0.03
1013,"Chicacao",13134,"Otro",47,0.36
1013,"Chicacao",13134,"No especificado",6,0.05
1014,"Patulul",10205,"Concreto",787,7.71
1014,"Patulul",10205,"Lámina metálica",9330,91.43
1014,"Patulul",10205,"Asbesto cemento",43,0.42
1014,"Patulul",10205,"Teja",9,0.09
1014,"Patulul",10205,"Paja, palma o similar",7,0.07
1014,"Patulul",10205,"Material de desecho",3,0.03
1014,"Patulul",10205,"Otro",23,0.23
1014,"Patulul",10205,"No especificado",3,0.03
1015,"Santa Bárbara",6189,"Concreto",161,2.6
1015,"Santa Bárbara",6189,"Lámina metálica",5948,96.11
1015,"Santa Bárbara",6189,"Asbesto cemento",41,0.66
1015,"Santa Bárbara",6189,"Teja",25,0.4
1015,"Santa Bárbara",6189,"Paja, palma o similar",5,0.08
1015,"Santa Bárbara",6189,"Material de desecho",2,0.03
1015,"Santa Bárbara",6189,"Otro",5,0.08
1015,"Santa Bárbara",6189,"No especificado",2,0.03
1016,"San Juan Bautista",1918,"Concreto",65,3.39
1016,"San Juan Bautista",1918,"Lámina metálica",1836,95.72
1016,"San Juan Bautista",1918,"Asbesto cemento",5,0.26
1016,"San Juan Bautista",1918,"Teja",2,0.1
1016,"San Juan Bautista",1918,"Paja, palma o similar",0,0
1016,"San Juan Bautista",1918,"Material de desecho",0,0
1016,"San Juan Bautista",1918,"Otro",6,0.31
1016,"San Juan Bautista",1918,"No especificado",4,0.21
1017,"Santo Tomas la Unión",2886,"Concreto",816,28.27
1017,"Santo Tomas la Unión",2886,"Lámina metálica",2060,71.38
1017,"Santo Tomas la Unión",2886,"Asbesto cemento",7,0.24
1017,"Santo Tomas la Unión",2886,"Teja",0,0
1017,"Santo Tomas la Unión",2886,"Paja, palma o similar",1,0.03
1017,"Santo Tomas la Unión",2886,"Material de desecho",0,0
1017,"Santo Tomas la Unión",2886,"Otro",2,0.07
1017,"Santo Tomas la Unión",2886,"No especificado",0,0
1018,"Zunilito",1804,"Concreto",269,14.91
1018,"Zunilito",1804,"Lámina metálica",1527,84.65
1018,"Zunilito",1804,"Asbesto cemento",3,0.17
1018,"Zunilito",1804,"Teja",5,0.28
1018,"Zunilito",1804,"Paja, palma o similar",0,0
1018,"Zunilito",1804,"Material de desecho",0,0
1018,"Zunilito",1804,"Otro",0,0
1018,"Zunilito",1804,"No especificado",0,0
1019,"Pueblo Nuevo",2742,"Concreto",492,17.94
1019,"Pueblo Nuevo",2742,"Lámina metálica",2245,81.87
1019,"Pueblo Nuevo",2742,"Asbesto cemento",1,0.04
1019,"Pueblo Nuevo",2742,"Teja",2,0.07
1019,"Pueblo Nuevo",2742,"Paja, palma o similar",0,0
1019,"Pueblo Nuevo",2742,"Material de desecho",0,0
1019,"Pueblo Nuevo",2742,"Otro",1,0.04
1019,"Pueblo Nuevo",2742,"No especificado",1,0.04
1020,"Río Bravo",7314,"Concreto",178,2.43
1020,"Río Bravo",7314,"Lámina metálica",7085,96.87
1020,"Río Bravo",7314,"Asbesto cemento",15,0.21
1020,"Río Bravo",7314,"Teja",15,0.21
1020,"Río Bravo",7314,"Paja, palma o similar",6,0.08
1020,"Río Bravo",7314,"Material de desecho",2,0.03
1020,"Río Bravo",7314,"Otro",7,0.1
1020,"Río Bravo",7314,"No especificado",6,0.08
1021,"San José La Máquina",6308,"Concreto",163,2.58
1021,"San José La Máquina",6308,"Lámina metálica",5714,90.58
1021,"San José La Máquina",6308,"Asbesto cemento",44,0.7
1021,"San José La Máquina",6308,"Teja",49,0.78
1021,"San José La Máquina",6308,"Paja, palma o similar",298,4.72
1021,"San José La Máquina",6308,"Material de desecho",25,0.4
1021,"San José La Máquina",6308,"Otro",5,0.08
1021,"San José La Máquina",6308,"No especificado",10,0.16
1101,"Retalhuleu",25970,"Concreto",4047,15.58
1101,"Retalhuleu",25970,"Lámina metálica",20824,80.18
1101,"Retalhuleu",25970,"Asbesto cemento",181,0.7
1101,"Retalhuleu",25970,"Teja",212,0.82
1101,"Retalhuleu",25970,"Paja, palma o similar",581,2.24
1101,"Retalhuleu",25970,"Material de desecho",3,0.01
1101,"Retalhuleu",25970,"Otro",36,0.14
1101,"Retalhuleu",25970,"No especificado",86,0.33
1102,"San Sebastián",7484,"Concreto",701,9.37
1102,"San Sebastián",7484,"Lámina metálica",6710,89.66
1102,"San Sebastián",7484,"Asbesto cemento",39,0.52
1102,"San Sebastián",7484,"Teja",11,0.15
1102,"San Sebastián",7484,"Paja, palma o similar",5,0.07
1102,"San Sebastián",7484,"Material de desecho",6,0.08
1102,"San Sebastián",7484,"Otro",2,0.03
1102,"San Sebastián",7484,"No especificado",10,0.13
1103,"Santa Cruz Muluá",3441,"Concreto",267,7.76
1103,"Santa Cruz Muluá",3441,"Lámina metálica",3129,90.93
1103,"Santa Cruz Muluá",3441,"Asbesto cemento",11,0.32
1103,"Santa Cruz Muluá",3441,"Teja",7,0.2
1103,"Santa Cruz Muluá",3441,"Paja, palma o similar",20,0.58
1103,"Santa Cruz Muluá",3441,"Material de desecho",1,0.03
1103,"Santa Cruz Muluá",3441,"Otro",3,0.09
1103,"Santa Cruz Muluá",3441,"No especificado",3,0.09
1104,"San Martín Zapotitlán",3057,"Concreto",317,10.37
1104,"San Martín Zapotitlán",3057,"Lámina metálica",2423,79.26
1104,"San Martín Zapotitlán",3057,"Asbesto cemento",15,0.49
1104,"San Martín Zapotitlán",3057,"Teja",293,9.58
1104,"San Martín Zapotitlán",3057,"Paja, palma o similar",0,0
1104,"San Martín Zapotitlán",3057,"Material de desecho",0,0
1104,"San Martín Zapotitlán",3057,"Otro",4,0.13
1104,"San Martín Zapotitlán",3057,"No especificado",5,0.16
1105,"San Felipe",6454,"Concreto",1370,21.23
1105,"San Felipe",6454,"Lámina metálica",5035,78.01
1105,"San Felipe",6454,"Asbesto cemento",21,0.33
1105,"San Felipe",6454,"Teja",13,0.2
1105,"San Felipe",6454,"Paja, palma o similar",2,0.03
1105,"San Felipe",6454,"Material de desecho",0,0
1105,"San Felipe",6454,"Otro",8,0.12
1105,"San Felipe",6454,"No especificado",5,0.08
1106,"San Andrés Villa Seca",12047,"Concreto",208,1.73
1106,"San Andrés Villa Seca",12047,"Lámina metálica",10879,90.3
1106,"San Andrés Villa Seca",12047,"Asbesto cemento",59,0.49
1106,"San Andrés Villa Seca",12047,"Teja",61,0.51
1106,"San Andrés Villa Seca",12047,"Paja, palma o similar",806,6.69
1106,"San Andrés Villa Seca",12047,"Material de desecho",5,0.04
1106,"San Andrés Villa Seca",12047,"Otro",19,0.16
1106,"San Andrés Villa Seca",12047,"No especificado",10,0.08
1107,"Champerico",10458,"Concreto",438,4.19
1107,"Champerico",10458,"Lámina metálica",8579,82.03
1107,"Champerico",10458,"Asbesto cemento",142,1.36
1107,"Champerico",10458,"Teja",198,1.89
1107,"Champerico",10458,"Paja, palma o similar",970,9.28
1107,"Champerico",10458,"Material de desecho",6,0.06
1107,"Champerico",10458,"Otro",94,0.9
1107,"Champerico",10458,"No especificado",31,0.3
1108,"Nuevo San Carlos",9665,"Concreto",432,4.47
1108,"Nuevo San Carlos",9665,"Lámina metálica",8829,91.35
1108,"Nuevo San Carlos",9665,"Asbesto cemento",31,0.32
1108,"Nuevo San Carlos",9665,"Teja",340,3.52
1108,"Nuevo San Carlos",9665,"Paja, palma o similar",21,0.22
1108,"Nuevo San Carlos",9665,"Material de desecho",6,0.06
1108,"Nuevo San Carlos",9665,"Otro",2,0.02
1108,"Nuevo San Carlos",9665,"No especificado",4,0.04
1109,"El Asintal",9293,"Concreto",261,2.81
1109,"El Asintal",9293,"Lámina metálica",8777,94.45
1109,"El Asintal",9293,"Asbesto cemento",28,0.3
1109,"El Asintal",9293,"Teja",178,1.92
1109,"El Asintal",9293,"Paja, palma o similar",35,0.38
1109,"El Asintal",9293,"Material de desecho",0,0
1109,"El Asintal",9293,"Otro",12,0.13
1109,"El Asintal",9293,"No especificado",2,0.02
1201,"San Marcos",12947,"Concreto",6085,47
1201,"San Marcos",12947,"Lámina metálica",6394,49.39
1201,"San Marcos",12947,"Asbesto cemento",82,0.63
1201,"San Marcos",12947,"Teja",293,2.26
1201,"San Marcos",12947,"Paja, palma o similar",6,0.05
1201,"San Marcos",12947,"Material de desecho",0,0
1201,"San Marcos",12947,"Otro",56,0.43
1201,"San Marcos",12947,"No especificado",31,0.24
1202,"San Pedro Sacatepéquez",22056,"Concreto",11050,50.1
1202,"San Pedro Sacatepéquez",22056,"Lámina metálica",9902,44.89
1202,"San Pedro Sacatepéquez",22056,"Asbesto cemento",41,0.19
1202,"San Pedro Sacatepéquez",22056,"Teja",1014,4.6
1202,"San Pedro Sacatepéquez",22056,"Paja, palma o similar",11,0.05
1202,"San Pedro Sacatepéquez",22056,"Material de desecho",3,0.01
1202,"San Pedro Sacatepéquez",22056,"Otro",14,0.06
1202,"San Pedro Sacatepéquez",22056,"No especificado",21,0.1
1203,"San Antonio Sacatepéquez",5368,"Concreto",1544,28.76
1203,"San Antonio Sacatepéquez",5368,"Lámina metálica",3549,66.11
1203,"San Antonio Sacatepéquez",5368,"Asbesto cemento",9,0.17
1203,"San Antonio Sacatepéquez",5368,"Teja",257,4.79
1203,"San Antonio Sacatepéquez",5368,"Paja, palma o similar",3,0.06
1203,"San Antonio Sacatepéquez",5368,"Material de desecho",0,0
1203,"San Antonio Sacatepéquez",5368,"Otro",2,0.04
1203,"San Antonio Sacatepéquez",5368,"No especificado",4,0.07
1204,"Comitancillo",14228,"Concreto",1215,8.54
1204,"Comitancillo",14228,"Lámina metálica",11097,77.99
1204,"Comitancillo",14228,"Asbesto cemento",98,0.69
1204,"Comitancillo",14228,"Teja",1623,11.41
1204,"Comitancillo",14228,"Paja, palma o similar",116,0.82
1204,"Comitancillo",14228,"Material de desecho",0,0
1204,"Comitancillo",14228,"Otro",28,0.2
1204,"Comitancillo",14228,"No especificado",51,0.36
1205,"San Miguel Ixtahuacán",12810,"Concreto",898,7.01
1205,"San Miguel Ixtahuacán",12810,"Lámina metálica",11448,89.37
1205,"San Miguel Ixtahuacán",12810,"Asbesto cemento",48,0.37
1205,"San Miguel Ixtahuacán",12810,"Teja",350,2.73
1205,"San Miguel Ixtahuacán",12810,"Paja, palma o similar",29,0.23
1205,"San Miguel Ixtahuacán",12810,"Material de desecho",3,0.02
1205,"San Miguel Ixtahuacán",12810,"Otro",12,0.09
1205,"San Miguel Ixtahuacán",12810,"No especificado",22,0.17
1206,"Concepción Tutuapa",19722,"Concreto",1409,7.14
1206,"Concepción Tutuapa",19722,"Lámina metálica",17906,90.79
1206,"Concepción Tutuapa",19722,"Asbesto cemento",124,0.63
1206,"Concepción Tutuapa",19722,"Teja",60,0.3
1206,"Concepción Tutuapa",19722,"Paja, palma o similar",157,0.8
1206,"Concepción Tutuapa",19722,"Material de desecho",4,0.02
1206,"Concepción Tutuapa",19722,"Otro",13,0.07
1206,"Concepción Tutuapa",19722,"No especificado",49,0.25
1207,"Tacaná",15363,"Concreto",2613,17.01
1207,"Tacaná",15363,"Lámina metálica",12099,78.75
1207,"Tacaná",15363,"Asbesto cemento",222,1.45
1207,"Tacaná",15363,"Teja",335,2.18
1207,"Tacaná",15363,"Paja, palma o similar",81,0.53
1207,"Tacaná",15363,"Material de desecho",2,0.01
1207,"Tacaná",15363,"Otro",4,0.03
1207,"Tacaná",15363,"No especificado",7,0.05
1208,"Sibinal",3681,"Concreto",490,13.31
1208,"Sibinal",3681,"Lámina metálica",3176,86.28
1208,"Sibinal",3681,"Asbesto cemento",3,0.08
1208,"Sibinal",3681,"Teja",0,0
1208,"Sibinal",3681,"Paja, palma o similar",5,0.14
1208,"Sibinal",3681,"Material de desecho",0,0
1208,"Sibinal",3681,"Otro",5,0.14
1208,"Sibinal",3681,"No especificado",2,0.05
1209,"Tajumulco",11935,"Concreto",2695,22.58
1209,"Tajumulco",11935,"Lámina metálica",8372,70.15
1209,"Tajumulco",11935,"Asbesto cemento",156,1.31
1209,"Tajumulco",11935,"Teja",545,4.57
1209,"Tajumulco",11935,"Paja, palma o similar",13,0.11
1209,"Tajumulco",11935,"Material de desecho",1,0.01
1209,"Tajumulco",11935,"Otro",10,0.08
1209,"Tajumulco",11935,"No especificado",143,1.2
1210,"Tejutla",10482,"Concreto",1411,13.46
1210,"Tejutla",10482,"Lámina metálica",8765,83.62
1210,"Tejutla",10482,"Asbesto cemento",47,0.45
1210,"Tejutla",10482,"Teja",212,2.02
1210,"Tejutla",10482,"Paja, palma o similar",37,0.35
1210,"Tejutla",10482,"Material de desecho",0,0
1210,"Tejutla",10482,"Otro",3,0.03
1210,"Tejutla",10482,"No especificado",7,0.07
1211,"San Rafael Pie de la Cuesta",4508,"Concreto",915,20.3
1211,"San Rafael Pie de la Cuesta",4508,"Lámina metálica",3277,72.69
1211,"San Rafael Pie de la Cuesta",4508,"Asbesto cemento",7,0.16
1211,"San Rafael Pie de la Cuesta",4508,"Teja",304,6.74
1211,"San Rafael Pie de la Cuesta",4508,"Paja, palma o similar",2,0.04
1211,"San Rafael Pie de la Cuesta",4508,"Material de desecho",0,0
1211,"San Rafael Pie de la Cuesta",4508,"Otro",0,0
1211,"San Rafael Pie de la Cuesta",4508,"No especificado",3,0.07
1212,"Nuevo Progreso",7683,"Concreto",427,5.56
1212,"Nuevo Progreso",7683,"Lámina metálica",6574,85.57
1212,"Nuevo Progreso",7683,"Asbesto cemento",31,0.4
1212,"Nuevo Progreso",7683,"Teja",610,7.94
1212,"Nuevo Progreso",7683,"Paja, palma o similar",25,0.33
1212,"Nuevo Progreso",7683,"Material de desecho",3,0.04
1212,"Nuevo Progreso",7683,"Otro",5,0.07
1212,"Nuevo Progreso",7683,"No especificado",8,0.1
1213,"El Tumbador",10385,"Concreto",852,8.2
1213,"El Tumbador",10385,"Lámina metálica",8820,84.93
1213,"El Tumbador",10385,"Asbesto cemento",33,0.32
1213,"El Tumbador",10385,"Teja",641,6.17
1213,"El Tumbador",10385,"Paja, palma o similar",20,0.19
1213,"El Tumbador",10385,"Material de desecho",0,0
1213,"El Tumbador",10385,"Otro",5,0.05
1213,"El Tumbador",10385,"No especificado",14,0.13
1214,"San José el Rodeo",4541,"Concreto",311,6.85
1214,"San José el Rodeo",4541,"Lámina metálica",4142,91.21
1214,"San José el Rodeo",4541,"Asbesto cemento",16,0.35
1214,"San José el Rodeo",4541,"Teja",65,1.43
1214,"San José el Rodeo",4541,"Paja, palma o similar",2,0.04
1214,"San José el Rodeo",4541,"Material de desecho",0,0
1214,"San José el Rodeo",4541,"Otro",1,0.02
1214,"San José el Rodeo",4541,"No especificado",4,0.09
1215,"Malacatán",24302,"Concreto",2416,9.94
1215,"Malacatán",24302,"Lámina metálica",20219,83.2
1215,"Malacatán",24302,"Asbesto cemento",85,0.35
1215,"Malacatán",24302,"Teja",1393,5.73
1215,"Malacatán",24302,"Paja, palma o similar",51,0.21
1215,"Malacatán",24302,"Material de desecho",5,0.02
1215,"Malacatán",24302,"Otro",17,0.07
1215,"Malacatán",24302,"No especificado",116,0.48
1216,"Catarina",8779,"Concreto",616,7.02
1216,"Catarina",8779,"Lámina metálica",7415,84.46
1216,"Catarina",8779,"Asbesto cemento",15,0.17
1216,"Catarina",8779,"Teja",693,7.89
