"Código","Municipio","Total de personas","Relacion con el Jefe","Cantidad de Personas","Porcentaje de Poblacion"
1201,"San Marcos",47063,"Nuera o yerno",1389,2.95
1201,"San Marcos",47063,"Nieta o nieto",4656,9.89
1201,"San Marcos",47063,"Hermana o hermano",455,0.97
1201,"San Marcos",47063,"Madre o padre",493,1.05
1201,"San Marcos",47063,"Suegra o suegro",180,0.38
1201,"San Marcos",47063,"Cuñada o cuñado",134,0.28
1201,"San Marcos",47063,"Otra(o) pariente",1098,2.33
1201,"San Marcos",47063,"No parientes",393,0.84
1202,"San Pedro Sacatepéquez",79158,"Jefe(a) de hogar",17738,22.41
1202,"San Pedro Sacatepéquez",79158,"Esposa(o) o pareja",12946,16.35
1202,"San Pedro Sacatepéquez",79158,"Hija(o) o hijastra(o)",35295,44.59
1202,"San Pedro Sacatepéquez",79158,"Nuera o yerno",2376,3
1202,"San Pedro Sacatepéquez",79158,"Nieta o nieto",6827,8.62
1202,"San Pedro Sacatepéquez",79158,"Hermana o hermano",629,0.79
1202,"San Pedro Sacatepéquez",79158,"Madre o padre",842,1.06
1202,"San Pedro Sacatepéquez",79158,"Suegra o suegro",312,0.39
1202,"San Pedro Sacatepéquez",79158,"Cuñada o cuñado",184,0.23
1202,"San Pedro Sacatepéquez",79158,"Otra(o) pariente",1406,1.78
1202,"San Pedro Sacatepéquez",79158,"No parientes",541,0.68
1203,"San Antonio Sacatepéquez",19100,"Jefe(a) de hogar",4087,21.4
1203,"San Antonio Sacatepéquez",19100,"Esposa(o) o pareja",2955,15.47
1203,"San Antonio Sacatepéquez",19100,"Hija(o) o hijastra(o)",9281,48.59
1203,"San Antonio Sacatepéquez",19100,"Nuera o yerno",485,2.54
1203,"San Antonio Sacatepéquez",19100,"Nieta o nieto",1571,8.23
1203,"San Antonio Sacatepéquez",19100,"Hermana o hermano",109,0.57
1203,"San Antonio Sacatepéquez",19100,"Madre o padre",217,1.14
1203,"San Antonio Sacatepéquez",19100,"Suegra o suegro",54,0.28
1203,"San Antonio Sacatepéquez",19100,"Cuñada o cuñado",24,0.13
1203,"San Antonio Sacatepéquez",19100,"Otra(o) pariente",225,1.18
1203,"San Antonio Sacatepéquez",19100,"No parientes",90,0.47
1204,"Comitancillo",59489,"Jefe(a) de hogar",10147,17.06
1204,"Comitancillo",59489,"Esposa(o) o pareja",7761,13.05
1204,"Comitancillo",59489,"Hija(o) o hijastra(o)",30039,50.5
1204,"Comitancillo",59489,"Nuera o yerno",2212,3.72
1204,"Comitancillo",59489,"Nieta o nieto",6819,11.46
1204,"Comitancillo",59489,"Hermana o hermano",340,0.57
1204,"Comitancillo",59489,"Madre o padre",708,1.19
1204,"Comitancillo",59489,"Suegra o suegro",139,0.23
1204,"Comitancillo",59489,"Cuñada o cuñado",71,0.12
1204,"Comitancillo",59489,"Otra(o) pariente",949,1.6
1204,"Comitancillo",59489,"No parientes",283,0.48
1205,"San Miguel Ixtahuacán",47301,"Jefe(a) de hogar",8146,17.22
1205,"San Miguel Ixtahuacán",47301,"Esposa(o) o pareja",6272,13.26
1205,"San Miguel Ixtahuacán",47301,"Hija(o) o hijastra(o)",24498,51.79
1205,"San Miguel Ixtahuacán",47301,"Nuera o yerno",1259,2.66
1205,"San Miguel Ixtahuacán",47301,"Nieta o nieto",4976,10.52
1205,"San Miguel Ixtahuacán",47301,"Hermana o hermano",423,0.89
1205,"San Miguel Ixtahuacán",47301,"Madre o padre",527,1.11
1205,"San Miguel Ixtahuacán",47301,"Suegra o suegro",76,0.16
1205,"San Miguel Ixtahuacán",47301,"Cuñada o cuñado",68,0.14
1205,"San Miguel Ixtahuacán",47301,"Otra(o) pariente",842,1.78
1205,"San Miguel Ixtahuacán",47301,"No parientes",213,0.45
1206,"Concepción Tutuapa",68148,"Jefe(a) de hogar",11995,17.6
1206,"Concepción Tutuapa",68148,"Esposa(o) o pareja",8573,12.58
1206,"Concepción Tutuapa",68148,"Hija(o) o hijastra(o)",33840,49.66
1206,"Concepción Tutuapa",68148,"Nuera o yerno",2234,3.28
1206,"Concepción Tutuapa",68148,"Nieta o nieto",7974,11.7
1206,"Concepción Tutuapa",68148,"Hermana o hermano",594,0.87
1206,"Concepción Tutuapa",68148,"Madre o padre",770,1.13
1206,"Concepción Tutuapa",68148,"Suegra o suegro",128,0.19
1206,"Concepción Tutuapa",68148,"Cuñada o cuñado",113,0.17
1206,"Concepción Tutuapa",68148,"Otra(o) pariente",1618,2.37
1206,"Concepción Tutuapa",68148,"No parientes",290,0.43
1207,"Tacaná",75788,"Jefe(a) de hogar",13180,17.39
1207,"Tacaná",75788,"Esposa(o) o pareja",10123,13.36
1207,"Tacaná",75788,"Hija(o) o hijastra(o)",37794,49.87
1207,"Tacaná",75788,"Nuera o yerno",2629,3.47
1207,"Tacaná",75788,"Nieta o nieto",8408,11.09
1207,"Tacaná",75788,"Hermana o hermano",550,0.73
1207,"Tacaná",75788,"Madre o padre",857,1.13
1207,"Tacaná",75788,"Suegra o suegro",214,0.28
1207,"Tacaná",75788,"Cuñada o cuñado",152,0.2
1207,"Tacaná",75788,"Otra(o) pariente",1516,2
1207,"Tacaná",75788,"No parientes",355,0.47
1208,"Sibinal",15733,"Jefe(a) de hogar",2464,15.66
1208,"Sibinal",15733,"Esposa(o) o pareja",1945,12.36
1208,"Sibinal",15733,"Hija(o) o hijastra(o)",7986,50.76
1208,"Sibinal",15733,"Nuera o yerno",605,3.85
1208,"Sibinal",15733,"Nieta o nieto",1993,12.67
1208,"Sibinal",15733,"Hermana o hermano",120,0.76
1208,"Sibinal",15733,"Madre o padre",199,1.26
1208,"Sibinal",15733,"Suegra o suegro",44,0.28
1208,"Sibinal",15733,"Cuñada o cuñado",36,0.23
1208,"Sibinal",15733,"Otra(o) pariente",297,1.89
1208,"Sibinal",15733,"No parientes",44,0.28
1209,"Tajumulco",50907,"Jefe(a) de hogar",9265,18.2
1209,"Tajumulco",50907,"Esposa(o) o pareja",6745,13.25
1209,"Tajumulco",50907,"Hija(o) o hijastra(o)",25439,49.97
1209,"Tajumulco",50907,"Nuera o yerno",1669,3.28
1209,"Tajumulco",50907,"Nieta o nieto",5292,10.4
1209,"Tajumulco",50907,"Hermana o hermano",374,0.73
1209,"Tajumulco",50907,"Madre o padre",480,0.94
1209,"Tajumulco",50907,"Suegra o suegro",120,0.24
1209,"Tajumulco",50907,"Cuñada o cuñado",96,0.19
1209,"Tajumulco",50907,"Otra(o) pariente",1171,2.3
1209,"Tajumulco",50907,"No parientes",256,0.5
1210,"Tejutla",38669,"Jefe(a) de hogar",7335,18.97
1210,"Tejutla",38669,"Esposa(o) o pareja",5530,14.3
1210,"Tejutla",38669,"Hija(o) o hijastra(o)",18388,47.55
1210,"Tejutla",38669,"Nuera o yerno",1088,2.81
1210,"Tejutla",38669,"Nieta o nieto",4541,11.74
1210,"Tejutla",38669,"Hermana o hermano",284,0.73
1210,"Tejutla",38669,"Madre o padre",341,0.88
1210,"Tejutla",38669,"Suegra o suegro",96,0.25
1210,"Tejutla",38669,"Cuñada o cuñado",78,0.2
1210,"Tejutla",38669,"Otra(o) pariente",764,1.98
1210,"Tejutla",38669,"No parientes",210,0.54
1211,"San Rafael Pie de la Cuesta",17139,"Jefe(a) de hogar",3759,21.93
1211,"San Rafael Pie de la Cuesta",17139,"Esposa(o) o pareja",2688,15.68
1211,"San Rafael Pie de la Cuesta",17139,"Hija(o) o hijastra(o)",7722,45.06
1211,"San Rafael Pie de la Cuesta",17139,"Nuera o yerno",381,2.22
1211,"San Rafael Pie de la Cuesta",17139,"Nieta o nieto",1751,10.22
1211,"San Rafael Pie de la Cuesta",17139,"Hermana o hermano",137,0.8
1211,"San Rafael Pie de la Cuesta",17139,"Madre o padre",155,0.9
1211,"San Rafael Pie de la Cuesta",17139,"Suegra o suegro",65,0.38
1211,"San Rafael Pie de la Cuesta",17139,"Cuñada o cuñado",45,0.26
1211,"San Rafael Pie de la Cuesta",17139,"Otra(o) pariente",355,2.07
1211,"San Rafael Pie de la Cuesta",17139,"No parientes",81,0.47
1212,"Nuevo Progreso",30067,"Jefe(a) de hogar",6268,20.85
1212,"Nuevo Progreso",30067,"Esposa(o) o pareja",4438,14.76
1212,"Nuevo Progreso",30067,"Hija(o) o hijastra(o)",14069,46.79
1212,"Nuevo Progreso",30067,"Nuera o yerno",780,2.59
1212,"Nuevo Progreso",30067,"Nieta o nieto",3217,10.7
1212,"Nuevo Progreso",30067,"Hermana o hermano",209,0.7
1212,"Nuevo Progreso",30067,"Madre o padre",210,0.7
1212,"Nuevo Progreso",30067,"Suegra o suegro",74,0.25
1212,"Nuevo Progreso",30067,"Cuñada o cuñado",67,0.22
1212,"Nuevo Progreso",30067,"Otra(o) pariente",587,1.95
1212,"Nuevo Progreso",30067,"No parientes",142,0.47
1213,"El Tumbador",44395,"Jefe(a) de hogar",9000,20.27
1213,"El Tumbador",44395,"Esposa(o) o pareja",6622,14.92
1213,"El Tumbador",44395,"Hija(o) o hijastra(o)",20144,45.37
1213,"El Tumbador",44395,"Nuera o yerno",1286,2.9
1213,"El Tumbador",44395,"Nieta o nieto",4907,11.05
1213,"El Tumbador",44395,"Hermana o hermano",337,0.76
1213,"El Tumbador",44395,"Madre o padre",380,0.86
1213,"El Tumbador",44395,"Suegra o suegro",178,0.4
1213,"El Tumbador",44395,"Cuñada o cuñado",141,0.32
1213,"El Tumbador",44395,"Otra(o) pariente",1145,2.58
1213,"El Tumbador",44395,"No parientes",255,0.57
1214,"San José el Rodeo",17881,"Jefe(a) de hogar",3725,20.83
1214,"San José el Rodeo",17881,"Esposa(o) o pareja",2575,14.4
1214,"San José el Rodeo",17881,"Hija(o) o hijastra(o)",7851,43.91
1214,"San José el Rodeo",17881,"Nuera o yerno",574,3.21
1214,"San José el Rodeo",17881,"Nieta o nieto",2137,11.95
1214,"San José el Rodeo",17881,"Hermana o hermano",178,1
1214,"San José el Rodeo",17881,"Madre o padre",130,0.73
1214,"San José el Rodeo",17881,"Suegra o suegro",59,0.33
1214,"San José el Rodeo",17881,"Cuñada o cuñado",65,0.36
1214,"San José el Rodeo",17881,"Otra(o) pariente",467,2.61
1214,"San José el Rodeo",17881,"No parientes",118,0.66
1215,"Malacatán",92816,"Jefe(a) de hogar",18307,19.72
1215,"Malacatán",92816,"Esposa(o) o pareja",13344,14.38
1215,"Malacatán",92816,"Hija(o) o hijastra(o)",43935,47.34
1215,"Malacatán",92816,"Nuera o yerno",2835,3.05
1215,"Malacatán",92816,"Nieta o nieto",9525,10.26
1215,"Malacatán",92816,"Hermana o hermano",764,0.82
1215,"Malacatán",92816,"Madre o padre",738,0.8
1215,"Malacatán",92816,"Suegra o suegro",256,0.28
1215,"Malacatán",92816,"Cuñada o cuñado",240,0.26
1215,"Malacatán",92816,"Otra(o) pariente",2207,2.38
1215,"Malacatán",92816,"No parientes",657,0.71
1216,"Catarina",30014,"Jefe(a) de hogar",6715,22.37
1216,"Catarina",30014,"Esposa(o) o pareja",4767,15.88
1216,"Catarina",30014,"Hija(o) o hijastra(o)",13054,43.49
1216,"Catarina",30014,"Nuera o yerno",888,2.96
1216,"Catarina",30014,"Nieta o nieto",2900,9.66
1216,"Catarina",30014,"Hermana o hermano",272,0.91
1216,"Catarina",30014,"Madre o padre",259,0.86
1216,"Catarina",30014,"Suegra o suegro",120,0.4
1216,"Catarina",30014,"Cuñada o cuñado",98,0.33
1216,"Catarina",30014,"Otra(o) pariente",748,2.49
1216,"Catarina",30014,"No parientes",193,0.64
1217,"Ayutla",37049,"Jefe(a) de hogar",8685,23.44
1217,"Ayutla",37049,"Esposa(o) o pareja",5850,15.79
1217,"Ayutla",37049,"Hija(o) o hijastra(o)",15982,43.14
1217,"Ayutla",37049,"Nuera o yerno",837,2.26
1217,"Ayutla",37049,"Nieta o nieto",3179,8.58
1217,"Ayutla",37049,"Hermana o hermano",408,1.1
1217,"Ayutla",37049,"Madre o padre",293,0.79
1217,"Ayutla",37049,"Suegra o suegro",175,0.47
1217,"Ayutla",37049,"Cuñada o cuñado",157,0.42
1217,"Ayutla",37049,"Otra(o) pariente",1070,2.89
1217,"Ayutla",37049,"No parientes",390,1.05
1218,"Ocós",10841,"Jefe(a) de hogar",2573,23.73
1218,"Ocós",10841,"Esposa(o) o pareja",1849,17.06
1218,"Ocós",10841,"Hija(o) o hijastra(o)",4664,43.02
1218,"Ocós",10841,"Nuera o yerno",224,2.07
1218,"Ocós",10841,"Nieta o nieto",883,8.15
1218,"Ocós",10841,"Hermana o hermano",102,0.94
1218,"Ocós",10841,"Madre o padre",71,0.65
1218,"Ocós",10841,"Suegra o suegro",51,0.47
1218,"Ocós",10841,"Cuñada o cuñado",56,0.52
1218,"Ocós",10841,"Otra(o) pariente",268,2.47
1218,"Ocós",10841,"No parientes",100,0.92
1219,"San Pablo",48937,"Jefe(a) de hogar",9898,20.23
1219,"San Pablo",48937,"Esposa(o) o pareja",7011,14.33
1219,"San Pablo",48937,"Hija(o) o hijastra(o)",22376,45.72
1219,"San Pablo",48937,"Nuera o yerno",1544,3.16
1219,"San Pablo",48937,"Nieta o nieto",5848,11.95
1219,"San Pablo",48937,"Hermana o hermano",377,0.77
1219,"San Pablo",48937,"Madre o padre",371,0.76
1219,"San Pablo",48937,"Suegra o suegro",134,0.27
1219,"San Pablo",48937,"Cuñada o cuñado",122,0.25
1219,"San Pablo",48937,"Otra(o) pariente",1041,2.13
1219,"San Pablo",48937,"No parientes",204,0.42
1220,"El Quetzal",23511,"Jefe(a) de hogar",4633,19.71
1220,"El Quetzal",23511,"Esposa(o) o pareja",3207,13.64
1220,"El Quetzal",23511,"Hija(o) o hijastra(o)",10661,45.34
1220,"El Quetzal",23511,"Nuera o yerno",805,3.42
1220,"El Quetzal",23511,"Nieta o nieto",3134,13.33
1220,"El Quetzal",23511,"Hermana o hermano",142,0.6
1220,"El Quetzal",23511,"Madre o padre",190,0.81
1220,"El Quetzal",23511,"Suegra o suegro",77,0.33
1220,"El Quetzal",23511,"Cuñada o cuñado",51,0.22
1220,"El Quetzal",23511,"Otra(o) pariente",463,1.97
1220,"El Quetzal",23511,"No parientes",148,0.63
1221,"La Reforma",17918,"Jefe(a) de hogar",3688,20.58
1221,"La Reforma",17918,"Esposa(o) o pareja",2630,14.68
1221,"La Reforma",17918,"Hija(o) o hijastra(o)",8251,46.05
1221,"La Reforma",17918,"Nuera o yerno",392,2.19
1221,"La Reforma",17918,"Nieta o nieto",2088,11.65
1221,"La Reforma",17918,"Hermana o hermano",156,0.87
1221,"La Reforma",17918,"Madre o padre",157,0.88
1221,"La Reforma",17918,"Suegra o suegro",58,0.32
1221,"La Reforma",17918,"Cuñada o cuñado",49,0.27
1221,"La Reforma",17918,"Otra(o) pariente",373,2.08
1221,"La Reforma",17918,"No parientes",76,0.42
1222,"Pajapita",21725,"Jefe(a) de hogar",4723,21.74
1222,"Pajapita",21725,"Esposa(o) o pareja",3279,15.09
1222,"Pajapita",21725,"Hija(o) o hijastra(o)",9623,44.29
1222,"Pajapita",21725,"Nuera o yerno",582,2.68
1222,"Pajapita",21725,"Nieta o nieto",2110,9.71
1222,"Pajapita",21725,"Hermana o hermano",242,1.11
1222,"Pajapita",21725,"Madre o padre",164,0.75
1222,"Pajapita",21725,"Suegra o suegro",78,0.36
1222,"Pajapita",21725,"Cuñada o cuñado",83,0.38
1222,"Pajapita",21725,"Otra(o) pariente",657,3.02
1222,"Pajapita",21725,"No parientes",176,0.81
1223,"Ixchiguán",22375,"Jefe(a) de hogar",4226,18.89
1223,"Ixchiguán",22375,"Esposa(o) o pareja",3163,14.14
1223,"Ixchiguán",22375,"Hija(o) o hijastra(o)",10554,47.17
1223,"Ixchiguán",22375,"Nuera o yerno",742,3.32
1223,"Ixchiguán",22375,"Nieta o nieto",2416,10.8
1223,"Ixchiguán",22375,"Hermana o hermano",171,0.76
1223,"Ixchiguán",22375,"Madre o padre",369,1.65
1223,"Ixchiguán",22375,"Suegra o suegro",54,0.24
1223,"Ixchiguán",22375,"Cuñada o cuñado",34,0.15
1223,"Ixchiguán",22375,"Otra(o) pariente",525,2.35
1223,"Ixchiguán",22375,"No parientes",120,0.54
1224,"San José Ojetenam",19009,"Jefe(a) de hogar",3153,16.59
1224,"San José Ojetenam",19009,"Esposa(o) o pareja",2431,12.79
1224,"San José Ojetenam",19009,"Hija(o) o hijastra(o)",8844,46.53
1224,"San José Ojetenam",19009,"Nuera o yerno",799,4.2
1224,"San José Ojetenam",19009,"Nieta o nieto",2533,13.33
1224,"San José Ojetenam",19009,"Hermana o hermano",162,0.85
1224,"San José Ojetenam",19009,"Madre o padre",276,1.45
1224,"San José Ojetenam",19009,"Suegra o suegro",57,0.3
1224,"San José Ojetenam",19009,"Cuñada o cuñado",47,0.25
1224,"San José Ojetenam",19009,"Otra(o) pariente",578,3.04
1224,"San José Ojetenam",19009,"No parientes",129,0.68
1225,"San Cristóbal Cucho",16619,"Jefe(a) de hogar",3424,20.6
1225,"San Cristóbal Cucho",16619,"Esposa(o) o pareja",2400,14.44
1225,"San Cristóbal Cucho",16619,"Hija(o) o hijastra(o)",7496,45.11
1225,"San Cristóbal Cucho",16619,"Nuera o yerno",639,3.84
1225,"San Cristóbal Cucho",16619,"Nieta o nieto",2021,12.16
1225,"San Cristóbal Cucho",16619,"Hermana o hermano",93,0.56
1225,"San Cristóbal Cucho",16619,"Madre o padre",142,0.85
1225,"San Cristóbal Cucho",16619,"Suegra o suegro",49,0.29
1225,"San Cristóbal Cucho",16619,"Cuñada o cuñado",26,0.16
1225,"San Cristóbal Cucho",16619,"Otra(o) pariente",220,1.32
1225,"San Cristóbal Cucho",16619,"No parientes",109,0.66
1226,"Sipacapa",20178,"Jefe(a) de hogar",3550,17.59
1226,"Sipacapa",20178,"Esposa(o) o pareja",2616,12.96
1226,"Sipacapa",20178,"Hija(o) o hijastra(o)",10853,53.79
1226,"Sipacapa",20178,"Nuera o yerno",465,2.3
1226,"Sipacapa",20178,"Nieta o nieto",1879,9.31
1226,"Sipacapa",20178,"Hermana o hermano",141,0.7
1226,"Sipacapa",20178,"Madre o padre",196,0.97
1226,"Sipacapa",20178,"Suegra o suegro",55,0.27
1226,"Sipacapa",20178,"Cuñada o cuñado",23,0.11
1226,"Sipacapa",20178,"Otra(o) pariente",302,1.5
1226,"Sipacapa",20178,"No parientes",98,0.49
1227,"Esquipulas Palo Gordo",12892,"Jefe(a) de hogar",2629,20.39
1227,"Esquipulas Palo Gordo",12892,"Esposa(o) o pareja",1962,15.22
1227,"Esquipulas Palo Gordo",12892,"Hija(o) o hijastra(o)",6115,47.43
1227,"Esquipulas Palo Gordo",12892,"Nuera o yerno",373,2.89
1227,"Esquipulas Palo Gordo",12892,"Nieta o nieto",1232,9.56
1227,"Esquipulas Palo Gordo",12892,"Hermana o hermano",90,0.7
1227,"Esquipulas Palo Gordo",12892,"Madre o padre",111,0.86
1227,"Esquipulas Palo Gordo",12892,"Suegra o suegro",46,0.36
1227,"Esquipulas Palo Gordo",12892,"Cuñada o cuñado",19,0.15
1227,"Esquipulas Palo Gordo",12892,"Otra(o) pariente",229,1.78
1227,"Esquipulas Palo Gordo",12892,"No parientes",86,0.67
1228,"Río Blanco",5318,"Jefe(a) de hogar",1124,21.14
1228,"Río Blanco",5318,"Esposa(o) o pareja",728,13.69
1228,"Río Blanco",5318,"Hija(o) o hijastra(o)",2277,42.82
1228,"Río Blanco",5318,"Nuera o yerno",163,3.07
1228,"Río Blanco",5318,"Nieta o nieto",698,13.13
1228,"Río Blanco",5318,"Hermana o hermano",50,0.94
1228,"Río Blanco",5318,"Madre o padre",51,0.96
1228,"Río Blanco",5318,"Suegra o suegro",12,0.23
1228,"Río Blanco",5318,"Cuñada o cuñado",10,0.19
1228,"Río Blanco",5318,"Otra(o) pariente",126,2.37
1228,"Río Blanco",5318,"No parientes",79,1.49
1229,"San Lorenzo",13125,"Jefe(a) de hogar",2506,19.09
1229,"San Lorenzo",13125,"Esposa(o) o pareja",1893,14.42
1229,"San Lorenzo",13125,"Hija(o) o hijastra(o)",5847,44.55
1229,"San Lorenzo",13125,"Nuera o yerno",515,3.92
1229,"San Lorenzo",13125,"Nieta o nieto",1788,13.62
1229,"San Lorenzo",13125,"Hermana o hermano",82,0.62
1229,"San Lorenzo",13125,"Madre o padre",101,0.77
1229,"San Lorenzo",13125,"Suegra o suegro",25,0.19
1229,"San Lorenzo",13125,"Cuñada o cuñado",17,0.13
1229,"San Lorenzo",13125,"Otra(o) pariente",267,2.03
1229,"San Lorenzo",13125,"No parientes",80,0.61
1230,"La Blanca",29112,"Jefe(a) de hogar",6695,23
1230,"La Blanca",29112,"Esposa(o) o pareja",4687,16.1
1230,"La Blanca",29112,"Hija(o) o hijastra(o)",13188,45.3
1230,"La Blanca",29112,"Nuera o yerno",577,1.98
1230,"La Blanca",29112,"Nieta o nieto",2367,8.13
1230,"La Blanca",29112,"Hermana o hermano",299,1.03
1230,"La Blanca",29112,"Madre o padre",169,0.58
1230,"La Blanca",29112,"Suegra o suegro",78,0.27
1230,"La Blanca",29112,"Cuñada o cuñado",114,0.39
1230,"La Blanca",29112,"Otra(o) pariente",727,2.5
1230,"La Blanca",29112,"No parientes",211,0.72
1301,"Huehuetenango",117818,"Jefe(a) de hogar",26994,22.91
1301,"Huehuetenango",117818,"Esposa(o) o pareja",18518,15.72
1301,"Huehuetenango",117818,"Hija(o) o hijastra(o)",53074,45.05
1301,"Huehuetenango",117818,"Nuera o yerno",2764,2.35
1301,"Huehuetenango",117818,"Nieta o nieto",9139,7.76
1301,"Huehuetenango",117818,"Hermana o hermano",1316,1.12
1301,"Huehuetenango",117818,"Madre o padre",1227,1.04
1301,"Huehuetenango",117818,"Suegra o suegro",454,0.39
1301,"Huehuetenango",117818,"Cuñada o cuñado",446,0.38
1301,"Huehuetenango",117818,"Otra(o) pariente",2339,1.99
1301,"Huehuetenango",117818,"No parientes",1238,1.05
1302,"Chiantla",87447,"Jefe(a) de hogar",16920,19.35
1302,"Chiantla",87447,"Esposa(o) o pareja",13361,15.28
1302,"Chiantla",87447,"Hija(o) o hijastra(o)",43414,49.65
1302,"Chiantla",87447,"Nuera o yerno",2964,3.39
1302,"Chiantla",87447,"Nieta o nieto",7595,8.69
1302,"Chiantla",87447,"Hermana o hermano",495,0.57
1302,"Chiantla",87447,"Madre o padre",804,0.92
1302,"Chiantla",87447,"Suegra o suegro",188,0.21
1302,"Chiantla",87447,"Cuñada o cuñado",136,0.16
1302,"Chiantla",87447,"Otra(o) pariente",1213,1.39
1302,"Chiantla",87447,"No parientes",356,0.41
1303,"Malacatancito",19155,"Jefe(a) de hogar",4017,20.97
1303,"Malacatancito",19155,"Esposa(o) o pareja",2871,14.99
1303,"Malacatancito",19155,"Hija(o) o hijastra(o)",9186,47.96
1303,"Malacatancito",19155,"Nuera o yerno",488,2.55
1303,"Malacatancito",19155,"Nieta o nieto",1720,8.98
1303,"Malacatancito",19155,"Hermana o hermano",149,0.78
1303,"Malacatancito",19155,"Madre o padre",196,1.02
1303,"Malacatancito",19155,"Suegra o suegro",55,0.29
1303,"Malacatancito",19155,"Cuñada o cuñado",29,0.15
1303,"Malacatancito",19155,"Otra(o) pariente",290,1.51
1303,"Malacatancito",19155,"No parientes",111,0.58
1304,"Cuilco",60395,"Jefe(a) de hogar",11367,18.82
1304,"Cuilco",60395,"Esposa(o) o pareja",8198,13.57
1304,"Cuilco",60395,"Hija(o) o hijastra(o)",28677,47.48
1304,"Cuilco",60395,"Nuera o yerno",2542,4.21
1304,"Cuilco",60395,"Nieta o nieto",6955,11.52
1304,"Cuilco",60395,"Hermana o hermano",370,0.61
1304,"Cuilco",60395,"Madre o padre",607,1.01
1304,"Cuilco",60395,"Suegra o suegro",176,0.29
1304,"Cuilco",60395,"Cuñada o cuñado",120,0.2
1304,"Cuilco",60395,"Otra(o) pariente",1080,1.79
1304,"Cuilco",60395,"No parientes",303,0.5
1305,"Nentón",45679,"Jefe(a) de hogar",8523,18.66
1305,"Nentón",45679,"Esposa(o) o pareja",6739,14.75
1305,"Nentón",45679,"Hija(o) o hijastra(o)",22406,49.05
1305,"Nentón",45679,"Nuera o yerno",1861,4.07
1305,"Nentón",45679,"Nieta o nieto",4243,9.29
1305,"Nentón",45679,"Hermana o hermano",319,0.7
1305,"Nentón",45679,"Madre o padre",415,0.91
1305,"Nentón",45679,"Suegra o suegro",113,0.25
1305,"Nentón",45679,"Cuñada o cuñado",103,0.23
1305,"Nentón",45679,"Otra(o) pariente",741,1.62
1305,"Nentón",45679,"No parientes",216,0.47
1306,"San Pedro Necta",38510,"Jefe(a) de hogar",7097,18.43
1306,"San Pedro Necta",38510,"Esposa(o) o pareja",5553,14.42
1306,"San Pedro Necta",38510,"Hija(o) o hijastra(o)",19220,49.91
1306,"San Pedro Necta",38510,"Nuera o yerno",1445,3.75
1306,"San Pedro Necta",38510,"Nieta o nieto",3729,9.68
1306,"San Pedro Necta",38510,"Hermana o hermano",275,0.71
1306,"San Pedro Necta",38510,"Madre o padre",336,0.87
1306,"San Pedro Necta",38510,"Suegra o suegro",74,0.19
1306,"San Pedro Necta",38510,"Cuñada o cuñado",53,0.14
1306,"San Pedro Necta",38510,"Otra(o) pariente",575,1.49
1306,"San Pedro Necta",38510,"No parientes",153,0.4
1307,"Jacaltenango",37171,"Jefe(a) de hogar",9328,25.09
1307,"Jacaltenango",37171,"Esposa(o) o pareja",6501,17.49
1307,"Jacaltenango",37171,"Hija(o) o hijastra(o)",16937,45.57
1307,"Jacaltenango",37171,"Nuera o yerno",860,2.31
1307,"Jacaltenango",37171,"Nieta o nieto",1902,5.12
1307,"Jacaltenango",37171,"Hermana o hermano",276,0.74
1307,"Jacaltenango",37171,"Madre o padre",512,1.38
1307,"Jacaltenango",37171,"Suegra o suegro",155,0.42
1307,"Jacaltenango",37171,"Cuñada o cuñado",70,0.19
1307,"Jacaltenango",37171,"Otra(o) pariente",456,1.23
1307,"Jacaltenango",37171,"No parientes",170,0.46
1308,"San Pedro Soloma",49030,"Jefe(a) de hogar",8913,18.18
1308,"San Pedro Soloma",49030,"Esposa(o) o pareja",5759,11.75
1308,"San Pedro Soloma",49030,"Hija(o) o hijastra(o)",24776,50.53
1308,"San Pedro Soloma",49030,"Nuera o yerno",1715,3.5
1308,"San Pedro Soloma",49030,"Nieta o nieto",4783,9.76
1308,"San Pedro Soloma",49030,"Hermana o hermano",543,1.11
1308,"San Pedro Soloma",49030,"Madre o padre",696,1.42
1308,"San Pedro Soloma",49030,"Suegra o suegro",219,0.45
1308,"San Pedro Soloma",49030,"Cuñada o cuñado",171,0.35
1308,"San Pedro Soloma",49030,"Otra(o) pariente",1108,2.26
1308,"San Pedro Soloma",49030,"No parientes",347,0.71
1309,"San Ildefonso Ixtahuacán",44424,"Jefe(a) de hogar",7984,17.97
1309,"San Ildefonso Ixtahuacán",44424,"Esposa(o) o pareja",5929,13.35
1309,"San Ildefonso Ixtahuacán",44424,"Hija(o) o hijastra(o)",23871,53.73
1309,"San Ildefonso Ixtahuacán",44424,"Nuera o yerno",1463,3.29
1309,"San Ildefonso Ixtahuacán",44424,"Nieta o nieto",3377,7.6
1309,"San Ildefonso Ixtahuacán",44424,"Hermana o hermano",361,0.81
1309,"San Ildefonso Ixtahuacán",44424,"Madre o padre",528,1.19
1309,"San Ildefonso Ixtahuacán",44424,"Suegra o suegro",87,0.2
1309,"San Ildefonso Ixtahuacán",44424,"Cuñada o cuñado",73,0.16
1309,"San Ildefonso Ixtahuacán",44424,"Otra(o) pariente",613,1.38
1309,"San Ildefonso Ixtahuacán",44424,"No parientes",138,0.31
1310,"Santa Bárbara",33608,"Jefe(a) de hogar",5689,16.93
