"Código","Municipio","Causa de Inasistencia 4-29 años","Cantidad de Personas"
914,"Cantel","Falta de dinero",2634
914,"Cantel","Tiene que trabajar",2260
914,"Cantel","No hay escuela, instituto o universidad",14
914,"Cantel","Los padres / pareja no quieren",50
914,"Cantel","Quehaceres del hogar",93
914,"Cantel","No le gusta / no quiere ir",1247
914,"Cantel","Ya termino sus estudios",276
914,"Cantel","Otra causa",2787
914,"Cantel","No especificado",1452
915,"Huitán","Falta de dinero",1119
915,"Huitán","Tiene que trabajar",200
915,"Huitán","No hay escuela, instituto o universidad",16
915,"Huitán","Los padres / pareja no quieren",13
915,"Huitán","Quehaceres del hogar",9
915,"Huitán","No le gusta / no quiere ir",932
915,"Huitán","Ya termino sus estudios",35
915,"Huitán","Otra causa",1481
915,"Huitán","No especificado",571
916,"Zunil","Falta de dinero",819
916,"Zunil","Tiene que trabajar",842
916,"Zunil","No hay escuela, instituto o universidad",3
916,"Zunil","Los padres / pareja no quieren",117
916,"Zunil","Quehaceres del hogar",173
916,"Zunil","No le gusta / no quiere ir",727
916,"Zunil","Ya termino sus estudios",122
916,"Zunil","Otra causa",867
916,"Zunil","No especificado",690
917,"Colomba Costa Cuca","Falta de dinero",3512
917,"Colomba Costa Cuca","Tiene que trabajar",1688
917,"Colomba Costa Cuca","No hay escuela, instituto o universidad",44
917,"Colomba Costa Cuca","Los padres / pareja no quieren",92
917,"Colomba Costa Cuca","Quehaceres del hogar",195
917,"Colomba Costa Cuca","No le gusta / no quiere ir",2222
917,"Colomba Costa Cuca","Ya termino sus estudios",505
917,"Colomba Costa Cuca","Otra causa",3127
917,"Colomba Costa Cuca","No especificado",2123
918,"San Francisco la Unión","Falta de dinero",607
918,"San Francisco la Unión","Tiene que trabajar",248
918,"San Francisco la Unión","No hay escuela, instituto o universidad",0
918,"San Francisco la Unión","Los padres / pareja no quieren",2
918,"San Francisco la Unión","Quehaceres del hogar",48
918,"San Francisco la Unión","No le gusta / no quiere ir",309
918,"San Francisco la Unión","Ya termino sus estudios",6
918,"San Francisco la Unión","Otra causa",681
918,"San Francisco la Unión","No especificado",559
919,"El Palmar","Falta de dinero",2183
919,"El Palmar","Tiene que trabajar",1088
919,"El Palmar","No hay escuela, instituto o universidad",13
919,"El Palmar","Los padres / pareja no quieren",32
919,"El Palmar","Quehaceres del hogar",215
919,"El Palmar","No le gusta / no quiere ir",1266
919,"El Palmar","Ya termino sus estudios",226
919,"El Palmar","Otra causa",1441
919,"El Palmar","No especificado",1398
920,"Coatepeque","Falta de dinero",6579
920,"Coatepeque","Tiene que trabajar",4370
920,"Coatepeque","No hay escuela, instituto o universidad",39
920,"Coatepeque","Los padres / pareja no quieren",237
920,"Coatepeque","Quehaceres del hogar",635
920,"Coatepeque","No le gusta / no quiere ir",4366
920,"Coatepeque","Ya termino sus estudios",728
920,"Coatepeque","Otra causa",6002
920,"Coatepeque","No especificado",5338
921,"Génova","Falta de dinero",4153
921,"Génova","Tiene que trabajar",943
921,"Génova","No hay escuela, instituto o universidad",22
921,"Génova","Los padres / pareja no quieren",102
921,"Génova","Quehaceres del hogar",163
921,"Génova","No le gusta / no quiere ir",2094
921,"Génova","Ya termino sus estudios",200
921,"Génova","Otra causa",2628
921,"Génova","No especificado",1632
922,"Flores Costa Cuca","Falta de dinero",1902
922,"Flores Costa Cuca","Tiene que trabajar",726
922,"Flores Costa Cuca","No hay escuela, instituto o universidad",6
922,"Flores Costa Cuca","Los padres / pareja no quieren",43
922,"Flores Costa Cuca","Quehaceres del hogar",63
922,"Flores Costa Cuca","No le gusta / no quiere ir",913
922,"Flores Costa Cuca","Ya termino sus estudios",201
922,"Flores Costa Cuca","Otra causa",949
922,"Flores Costa Cuca","No especificado",1204
923,"La Esperanza","Falta de dinero",628
923,"La Esperanza","Tiene que trabajar",1228
923,"La Esperanza","No hay escuela, instituto o universidad",1
923,"La Esperanza","Los padres / pareja no quieren",38
923,"La Esperanza","Quehaceres del hogar",88
923,"La Esperanza","No le gusta / no quiere ir",586
923,"La Esperanza","Ya termino sus estudios",127
923,"La Esperanza","Otra causa",1137
923,"La Esperanza","No especificado",1111
924,"Palestina de los Altos","Falta de dinero",1018
924,"Palestina de los Altos","Tiene que trabajar",591
924,"Palestina de los Altos","No hay escuela, instituto o universidad",0
924,"Palestina de los Altos","Los padres / pareja no quieren",29
924,"Palestina de los Altos","Quehaceres del hogar",95
924,"Palestina de los Altos","No le gusta / no quiere ir",1141
924,"Palestina de los Altos","Ya termino sus estudios",55
924,"Palestina de los Altos","Otra causa",1714
924,"Palestina de los Altos","No especificado",676
1001,"Mazatenango","Falta de dinero",3835
1001,"Mazatenango","Tiene que trabajar",3680
1001,"Mazatenango","No hay escuela, instituto o universidad",20
1001,"Mazatenango","Los padres / pareja no quieren",174
1001,"Mazatenango","Quehaceres del hogar",475
1001,"Mazatenango","No le gusta / no quiere ir",2376
1001,"Mazatenango","Ya termino sus estudios",611
1001,"Mazatenango","Otra causa",3772
1001,"Mazatenango","No especificado",3755
1002,"Cuyotenango","Falta de dinero",2693
1002,"Cuyotenango","Tiene que trabajar",1646
1002,"Cuyotenango","No hay escuela, instituto o universidad",18
1002,"Cuyotenango","Los padres / pareja no quieren",123
1002,"Cuyotenango","Quehaceres del hogar",388
1002,"Cuyotenango","No le gusta / no quiere ir",1078
1002,"Cuyotenango","Ya termino sus estudios",152
1002,"Cuyotenango","Otra causa",1836
1002,"Cuyotenango","No especificado",1059
1003,"San Francisco Zapotitlán","Falta de dinero",1222
1003,"San Francisco Zapotitlán","Tiene que trabajar",1349
1003,"San Francisco Zapotitlán","No hay escuela, instituto o universidad",11
1003,"San Francisco Zapotitlán","Los padres / pareja no quieren",26
1003,"San Francisco Zapotitlán","Quehaceres del hogar",168
1003,"San Francisco Zapotitlán","No le gusta / no quiere ir",955
1003,"San Francisco Zapotitlán","Ya termino sus estudios",107
1003,"San Francisco Zapotitlán","Otra causa",1308
1003,"San Francisco Zapotitlán","No especificado",707
1004,"San Bernardino","Falta de dinero",1409
1004,"San Bernardino","Tiene que trabajar",807
1004,"San Bernardino","No hay escuela, instituto o universidad",0
1004,"San Bernardino","Los padres / pareja no quieren",61
1004,"San Bernardino","Quehaceres del hogar",89
1004,"San Bernardino","No le gusta / no quiere ir",590
1004,"San Bernardino","Ya termino sus estudios",50
1004,"San Bernardino","Otra causa",923
1004,"San Bernardino","No especificado",500
1005,"San José el Ídolo","Falta de dinero",777
1005,"San José el Ídolo","Tiene que trabajar",495
1005,"San José el Ídolo","No hay escuela, instituto o universidad",4
1005,"San José el Ídolo","Los padres / pareja no quieren",16
1005,"San José el Ídolo","Quehaceres del hogar",74
1005,"San José el Ídolo","No le gusta / no quiere ir",445
1005,"San José el Ídolo","Ya termino sus estudios",45
1005,"San José el Ídolo","Otra causa",589
1005,"San José el Ídolo","No especificado",544
1006,"Santo Domingo Suchitepéquez","Falta de dinero",3575
1006,"Santo Domingo Suchitepéquez","Tiene que trabajar",1324
1006,"Santo Domingo Suchitepéquez","No hay escuela, instituto o universidad",29
1006,"Santo Domingo Suchitepéquez","Los padres / pareja no quieren",162
1006,"Santo Domingo Suchitepéquez","Quehaceres del hogar",326
1006,"Santo Domingo Suchitepéquez","No le gusta / no quiere ir",2029
1006,"Santo Domingo Suchitepéquez","Ya termino sus estudios",282
1006,"Santo Domingo Suchitepéquez","Otra causa",3179
1006,"Santo Domingo Suchitepéquez","No especificado",1772
1007,"San Lorenzo","Falta de dinero",1429
1007,"San Lorenzo","Tiene que trabajar",584
1007,"San Lorenzo","No hay escuela, instituto o universidad",3
1007,"San Lorenzo","Los padres / pareja no quieren",33
1007,"San Lorenzo","Quehaceres del hogar",88
1007,"San Lorenzo","No le gusta / no quiere ir",275
1007,"San Lorenzo","Ya termino sus estudios",33
1007,"San Lorenzo","Otra causa",877
1007,"San Lorenzo","No especificado",374
1008,"Samayac","Falta de dinero",1394
1008,"Samayac","Tiene que trabajar",1018
1008,"Samayac","No hay escuela, instituto o universidad",2
1008,"Samayac","Los padres / pareja no quieren",39
1008,"Samayac","Quehaceres del hogar",82
1008,"Samayac","No le gusta / no quiere ir",747
1008,"Samayac","Ya termino sus estudios",230
1008,"Samayac","Otra causa",1138
1008,"Samayac","No especificado",1638
1009,"San Pablo Jocopilas","Falta de dinero",2109
1009,"San Pablo Jocopilas","Tiene que trabajar",919
1009,"San Pablo Jocopilas","No hay escuela, instituto o universidad",2
1009,"San Pablo Jocopilas","Los padres / pareja no quieren",87
1009,"San Pablo Jocopilas","Quehaceres del hogar",191
1009,"San Pablo Jocopilas","No le gusta / no quiere ir",770
1009,"San Pablo Jocopilas","Ya termino sus estudios",128
1009,"San Pablo Jocopilas","Otra causa",935
1009,"San Pablo Jocopilas","No especificado",712
1010,"San Antonio Suchitepéquez","Falta de dinero",5701
1010,"San Antonio Suchitepéquez","Tiene que trabajar",2198
1010,"San Antonio Suchitepéquez","No hay escuela, instituto o universidad",19
1010,"San Antonio Suchitepéquez","Los padres / pareja no quieren",217
1010,"San Antonio Suchitepéquez","Quehaceres del hogar",295
1010,"San Antonio Suchitepéquez","No le gusta / no quiere ir",3016
1010,"San Antonio Suchitepéquez","Ya termino sus estudios",465
1010,"San Antonio Suchitepéquez","Otra causa",3818
1010,"San Antonio Suchitepéquez","No especificado",2361
1011,"San Miguel Panán","Falta de dinero",1027
1011,"San Miguel Panán","Tiene que trabajar",361
1011,"San Miguel Panán","No hay escuela, instituto o universidad",3
1011,"San Miguel Panán","Los padres / pareja no quieren",133
1011,"San Miguel Panán","Quehaceres del hogar",92
1011,"San Miguel Panán","No le gusta / no quiere ir",841
1011,"San Miguel Panán","Ya termino sus estudios",71
1011,"San Miguel Panán","Otra causa",574
1011,"San Miguel Panán","No especificado",275
1012,"San Gabriel","Falta de dinero",291
1012,"San Gabriel","Tiene que trabajar",446
1012,"San Gabriel","No hay escuela, instituto o universidad",0
1012,"San Gabriel","Los padres / pareja no quieren",10
1012,"San Gabriel","Quehaceres del hogar",43
1012,"San Gabriel","No le gusta / no quiere ir",216
1012,"San Gabriel","Ya termino sus estudios",77
1012,"San Gabriel","Otra causa",386
1012,"San Gabriel","No especificado",294
1013,"Chicacao","Falta de dinero",5224
1013,"Chicacao","Tiene que trabajar",2485
1013,"Chicacao","No hay escuela, instituto o universidad",97
1013,"Chicacao","Los padres / pareja no quieren",237
1013,"Chicacao","Quehaceres del hogar",614
1013,"Chicacao","No le gusta / no quiere ir",3381
1013,"Chicacao","Ya termino sus estudios",494
1013,"Chicacao","Otra causa",4045
1013,"Chicacao","No especificado",2393
1014,"Patulul","Falta de dinero",3485
1014,"Patulul","Tiene que trabajar",1871
1014,"Patulul","No hay escuela, instituto o universidad",37
1014,"Patulul","Los padres / pareja no quieren",104
1014,"Patulul","Quehaceres del hogar",289
1014,"Patulul","No le gusta / no quiere ir",1625
1014,"Patulul","Ya termino sus estudios",315
1014,"Patulul","Otra causa",2662
1014,"Patulul","No especificado",1733
1015,"Santa Bárbara","Falta de dinero",2218
1015,"Santa Bárbara","Tiene que trabajar",1280
1015,"Santa Bárbara","No hay escuela, instituto o universidad",72
1015,"Santa Bárbara","Los padres / pareja no quieren",89
1015,"Santa Bárbara","Quehaceres del hogar",258
1015,"Santa Bárbara","No le gusta / no quiere ir",1818
1015,"Santa Bárbara","Ya termino sus estudios",145
1015,"Santa Bárbara","Otra causa",1776
1015,"Santa Bárbara","No especificado",789
1016,"San Juan Bautista","Falta de dinero",653
1016,"San Juan Bautista","Tiene que trabajar",324
1016,"San Juan Bautista","No hay escuela, instituto o universidad",16
1016,"San Juan Bautista","Los padres / pareja no quieren",33
1016,"San Juan Bautista","Quehaceres del hogar",54
1016,"San Juan Bautista","No le gusta / no quiere ir",489
1016,"San Juan Bautista","Ya termino sus estudios",28
1016,"San Juan Bautista","Otra causa",557
1016,"San Juan Bautista","No especificado",184
1017,"Santo Tomas la Unión","Falta de dinero",953
1017,"Santo Tomas la Unión","Tiene que trabajar",469
1017,"Santo Tomas la Unión","No hay escuela, instituto o universidad",11
1017,"Santo Tomas la Unión","Los padres / pareja no quieren",9
1017,"Santo Tomas la Unión","Quehaceres del hogar",68
1017,"Santo Tomas la Unión","No le gusta / no quiere ir",393
1017,"Santo Tomas la Unión","Ya termino sus estudios",41
1017,"Santo Tomas la Unión","Otra causa",487
1017,"Santo Tomas la Unión","No especificado",484
1018,"Zunilito","Falta de dinero",434
1018,"Zunilito","Tiene que trabajar",519
1018,"Zunilito","No hay escuela, instituto o universidad",1
1018,"Zunilito","Los padres / pareja no quieren",12
1018,"Zunilito","Quehaceres del hogar",94
1018,"Zunilito","No le gusta / no quiere ir",389
1018,"Zunilito","Ya termino sus estudios",69
1018,"Zunilito","Otra causa",375
1018,"Zunilito","No especificado",230
1019,"Pueblo Nuevo","Falta de dinero",611
1019,"Pueblo Nuevo","Tiene que trabajar",404
1019,"Pueblo Nuevo","No hay escuela, instituto o universidad",0
1019,"Pueblo Nuevo","Los padres / pareja no quieren",22
1019,"Pueblo Nuevo","Quehaceres del hogar",190
1019,"Pueblo Nuevo","No le gusta / no quiere ir",564
1019,"Pueblo Nuevo","Ya termino sus estudios",110
1019,"Pueblo Nuevo","Otra causa",446
1019,"Pueblo Nuevo","No especificado",663
1020,"Río Bravo","Falta de dinero",2503
1020,"Río Bravo","Tiene que trabajar",1414
1020,"Río Bravo","No hay escuela, instituto o universidad",33
1020,"Río Bravo","Los padres / pareja no quieren",80
1020,"Río Bravo","Quehaceres del hogar",185
1020,"Río Bravo","No le gusta / no quiere ir",1251
1020,"Río Bravo","Ya termino sus estudios",47
1020,"Río Bravo","Otra causa",2041
1020,"Río Bravo","No especificado",1012
1021,"San José La Máquina","Falta de dinero",2002
1021,"San José La Máquina","Tiene que trabajar",973
1021,"San José La Máquina","No hay escuela, instituto o universidad",17
1021,"San José La Máquina","Los padres / pareja no quieren",89
1021,"San José La Máquina","Quehaceres del hogar",166
1021,"San José La Máquina","No le gusta / no quiere ir",1124
1021,"San José La Máquina","Ya termino sus estudios",161
1021,"San José La Máquina","Otra causa",1931
1021,"San José La Máquina","No especificado",629
1101,"Retalhuleu","Falta de dinero",5770
1101,"Retalhuleu","Tiene que trabajar",3967
1101,"Retalhuleu","No hay escuela, instituto o universidad",55
1101,"Retalhuleu","Los padres / pareja no quieren",177
1101,"Retalhuleu","Quehaceres del hogar",561
1101,"Retalhuleu","No le gusta / no quiere ir",2770
1101,"Retalhuleu","Ya termino sus estudios",877
1101,"Retalhuleu","Otra causa",4639
1101,"Retalhuleu","No especificado",3904
1102,"San Sebastián","Falta de dinero",1279
1102,"San Sebastián","Tiene que trabajar",1135
1102,"San Sebastián","No hay escuela, instituto o universidad",4
1102,"San Sebastián","Los padres / pareja no quieren",60
1102,"San Sebastián","Quehaceres del hogar",176
1102,"San Sebastián","No le gusta / no quiere ir",824
1102,"San Sebastián","Ya termino sus estudios",317
1102,"San Sebastián","Otra causa",1490
1102,"San Sebastián","No especificado",2052
1103,"Santa Cruz Muluá","Falta de dinero",1256
1103,"Santa Cruz Muluá","Tiene que trabajar",508
1103,"Santa Cruz Muluá","No hay escuela, instituto o universidad",25
1103,"Santa Cruz Muluá","Los padres / pareja no quieren",38
1103,"Santa Cruz Muluá","Quehaceres del hogar",41
1103,"Santa Cruz Muluá","No le gusta / no quiere ir",242
1103,"Santa Cruz Muluá","Ya termino sus estudios",40
1103,"Santa Cruz Muluá","Otra causa",658
1103,"Santa Cruz Muluá","No especificado",712
1104,"San Martín Zapotitlán","Falta de dinero",933
1104,"San Martín Zapotitlán","Tiene que trabajar",603
1104,"San Martín Zapotitlán","No hay escuela, instituto o universidad",2
1104,"San Martín Zapotitlán","Los padres / pareja no quieren",13
1104,"San Martín Zapotitlán","Quehaceres del hogar",107
1104,"San Martín Zapotitlán","No le gusta / no quiere ir",277
1104,"San Martín Zapotitlán","Ya termino sus estudios",166
1104,"San Martín Zapotitlán","Otra causa",538
1104,"San Martín Zapotitlán","No especificado",228
1105,"San Felipe","Falta de dinero",1455
1105,"San Felipe","Tiene que trabajar",1287
1105,"San Felipe","No hay escuela, instituto o universidad",21
1105,"San Felipe","Los padres / pareja no quieren",68
1105,"San Felipe","Quehaceres del hogar",72
1105,"San Felipe","No le gusta / no quiere ir",855
1105,"San Felipe","Ya termino sus estudios",257
1105,"San Felipe","Otra causa",1308
1105,"San Felipe","No especificado",708
1106,"San Andrés Villa Seca","Falta de dinero",4664
1106,"San Andrés Villa Seca","Tiene que trabajar",1644
1106,"San Andrés Villa Seca","No hay escuela, instituto o universidad",30
1106,"San Andrés Villa Seca","Los padres / pareja no quieren",167
1106,"San Andrés Villa Seca","Quehaceres del hogar",633
1106,"San Andrés Villa Seca","No le gusta / no quiere ir",1876
1106,"San Andrés Villa Seca","Ya termino sus estudios",402
1106,"San Andrés Villa Seca","Otra causa",3141
1106,"San Andrés Villa Seca","No especificado",1926
1107,"Champerico","Falta de dinero",3084
1107,"Champerico","Tiene que trabajar",1113
1107,"Champerico","No hay escuela, instituto o universidad",39
1107,"Champerico","Los padres / pareja no quieren",150
1107,"Champerico","Quehaceres del hogar",125
1107,"Champerico","No le gusta / no quiere ir",1418
1107,"Champerico","Ya termino sus estudios",169
1107,"Champerico","Otra causa",2135
1107,"Champerico","No especificado",1023
1108,"Nuevo San Carlos","Falta de dinero",2815
1108,"Nuevo San Carlos","Tiene que trabajar",1734
1108,"Nuevo San Carlos","No hay escuela, instituto o universidad",10
1108,"Nuevo San Carlos","Los padres / pareja no quieren",137
1108,"Nuevo San Carlos","Quehaceres del hogar",250
1108,"Nuevo San Carlos","No le gusta / no quiere ir",1319
1108,"Nuevo San Carlos","Ya termino sus estudios",389
1108,"Nuevo San Carlos","Otra causa",2032
1108,"Nuevo San Carlos","No especificado",1655
1109,"El Asintal","Falta de dinero",4197
1109,"El Asintal","Tiene que trabajar",1319
1109,"El Asintal","No hay escuela, instituto o universidad",9
1109,"El Asintal","Los padres / pareja no quieren",86
1109,"El Asintal","Quehaceres del hogar",205
1109,"El Asintal","No le gusta / no quiere ir",1080
1109,"El Asintal","Ya termino sus estudios",286
1109,"El Asintal","Otra causa",2061
1109,"El Asintal","No especificado",1240
1201,"San Marcos","Falta de dinero",1448
1201,"San Marcos","Tiene que trabajar",1671
1201,"San Marcos","No hay escuela, instituto o universidad",15
1201,"San Marcos","Los padres / pareja no quieren",45
1201,"San Marcos","Quehaceres del hogar",421
1201,"San Marcos","No le gusta / no quiere ir",1562
1201,"San Marcos","Ya termino sus estudios",303
1201,"San Marcos","Otra causa",2272
1201,"San Marcos","No especificado",1951
1202,"San Pedro Sacatepéquez","Falta de dinero",2477
1202,"San Pedro Sacatepéquez","Tiene que trabajar",3220
1202,"San Pedro Sacatepéquez","No hay escuela, instituto o universidad",62
1202,"San Pedro Sacatepéquez","Los padres / pareja no quieren",143
1202,"San Pedro Sacatepéquez","Quehaceres del hogar",501
1202,"San Pedro Sacatepéquez","No le gusta / no quiere ir",2507
1202,"San Pedro Sacatepéquez","Ya termino sus estudios",532
1202,"San Pedro Sacatepéquez","Otra causa",4281
1202,"San Pedro Sacatepéquez","No especificado",3310
1203,"San Antonio Sacatepéquez","Falta de dinero",932
1203,"San Antonio Sacatepéquez","Tiene que trabajar",544
1203,"San Antonio Sacatepéquez","No hay escuela, instituto o universidad",6
1203,"San Antonio Sacatepéquez","Los padres / pareja no quieren",15
1203,"San Antonio Sacatepéquez","Quehaceres del hogar",58
1203,"San Antonio Sacatepéquez","No le gusta / no quiere ir",1052
1203,"San Antonio Sacatepéquez","Ya termino sus estudios",169
1203,"San Antonio Sacatepéquez","Otra causa",1507
1203,"San Antonio Sacatepéquez","No especificado",636
1204,"Comitancillo","Falta de dinero",5144
1204,"Comitancillo","Tiene que trabajar",773
1204,"Comitancillo","No hay escuela, instituto o universidad",12
1204,"Comitancillo","Los padres / pareja no quieren",208
1204,"Comitancillo","Quehaceres del hogar",142
1204,"Comitancillo","No le gusta / no quiere ir",2614
1204,"Comitancillo","Ya termino sus estudios",198
1204,"Comitancillo","Otra causa",4730
1204,"Comitancillo","No especificado",2860
1205,"San Miguel Ixtahuacán","Falta de dinero",5814
1205,"San Miguel Ixtahuacán","Tiene que trabajar",732
1205,"San Miguel Ixtahuacán","No hay escuela, instituto o universidad",10
1205,"San Miguel Ixtahuacán","Los padres / pareja no quieren",171
1205,"San Miguel Ixtahuacán","Quehaceres del hogar",102
1205,"San Miguel Ixtahuacán","No le gusta / no quiere ir",1239
1205,"San Miguel Ixtahuacán","Ya termino sus estudios",290
1205,"San Miguel Ixtahuacán","Otra causa",4145
1205,"San Miguel Ixtahuacán","No especificado",2016
1206,"Concepción Tutuapa","Falta de dinero",8392
1206,"Concepción Tutuapa","Tiene que trabajar",757
1206,"Concepción Tutuapa","No hay escuela, instituto o universidad",9
1206,"Concepción Tutuapa","Los padres / pareja no quieren",242
1206,"Concepción Tutuapa","Quehaceres del hogar",147
1206,"Concepción Tutuapa","No le gusta / no quiere ir",1881
1206,"Concepción Tutuapa","Ya termino sus estudios",527
1206,"Concepción Tutuapa","Otra causa",6157
1206,"Concepción Tutuapa","No especificado",3842
1207,"Tacaná","Falta de dinero",9311
1207,"Tacaná","Tiene que trabajar",1132
1207,"Tacaná","No hay escuela, instituto o universidad",107
1207,"Tacaná","Los padres / pareja no quieren",156
1207,"Tacaná","Quehaceres del hogar",306
1207,"Tacaná","No le gusta / no quiere ir",2963
1207,"Tacaná","Ya termino sus estudios",793
1207,"Tacaná","Otra causa",6123
1207,"Tacaná","No especificado",3448
1208,"Sibinal","Falta de dinero",1417
1208,"Sibinal","Tiene que trabajar",256
1208,"Sibinal","No hay escuela, instituto o universidad",7
1208,"Sibinal","Los padres / pareja no quieren",31
1208,"Sibinal","Quehaceres del hogar",6
1208,"Sibinal","No le gusta / no quiere ir",732
1208,"Sibinal","Ya termino sus estudios",126
1208,"Sibinal","Otra causa",988
1208,"Sibinal","No especificado",620
1209,"Tajumulco","Falta de dinero",5556
1209,"Tajumulco","Tiene que trabajar",598
1209,"Tajumulco","No hay escuela, instituto o universidad",104
1209,"Tajumulco","Los padres / pareja no quieren",157
1209,"Tajumulco","Quehaceres del hogar",96
1209,"Tajumulco","No le gusta / no quiere ir",2090
1209,"Tajumulco","Ya termino sus estudios",288
1209,"Tajumulco","Otra causa",4629
1209,"Tajumulco","No especificado",4195
1210,"Tejutla","Falta de dinero",2716
1210,"Tejutla","Tiene que trabajar",1144
1210,"Tejutla","No hay escuela, instituto o universidad",12
1210,"Tejutla","Los padres / pareja no quieren",65
1210,"Tejutla","Quehaceres del hogar",139
1210,"Tejutla","No le gusta / no quiere ir",2635
1210,"Tejutla","Ya termino sus estudios",278
1210,"Tejutla","Otra causa",3451
1210,"Tejutla","No especificado",1351
1211,"San Rafael Pie de la Cuesta","Falta de dinero",912
1211,"San Rafael Pie de la Cuesta","Tiene que trabajar",646
1211,"San Rafael Pie de la Cuesta","No hay escuela, instituto o universidad",12
1211,"San Rafael Pie de la Cuesta","Los padres / pareja no quieren",9
1211,"San Rafael Pie de la Cuesta","Quehaceres del hogar",174
1211,"San Rafael Pie de la Cuesta","No le gusta / no quiere ir",576
1211,"San Rafael Pie de la Cuesta","Ya termino sus estudios",179
1211,"San Rafael Pie de la Cuesta","Otra causa",941
1211,"San Rafael Pie de la Cuesta","No especificado",528
1212,"Nuevo Progreso","Falta de dinero",2616
1212,"Nuevo Progreso","Tiene que trabajar",740
1212,"Nuevo Progreso","No hay escuela, instituto o universidad",31
1212,"Nuevo Progreso","Los padres / pareja no quieren",71
1212,"Nuevo Progreso","Quehaceres del hogar",76
1212,"Nuevo Progreso","No le gusta / no quiere ir",1434
1212,"Nuevo Progreso","Ya termino sus estudios",188
1212,"Nuevo Progreso","Otra causa",1906
1212,"Nuevo Progreso","No especificado",1426
1213,"El Tumbador","Falta de dinero",3528
1213,"El Tumbador","Tiene que trabajar",1637
1213,"El Tumbador","No hay escuela, instituto o universidad",18
1213,"El Tumbador","Los padres / pareja no quieren",122
1213,"El Tumbador","Quehaceres del hogar",187
1213,"El Tumbador","No le gusta / no quiere ir",2073
1213,"El Tumbador","Ya termino sus estudios",373
1213,"El Tumbador","Otra causa",3160
1213,"El Tumbador","No especificado",2256
1214,"San José el Rodeo","Falta de dinero",1367
1214,"San José el Rodeo","Tiene que trabajar",667
1214,"San José el Rodeo","No hay escuela, instituto o universidad",5
1214,"San José el Rodeo","Los padres / pareja no quieren",28
1214,"San José el Rodeo","Quehaceres del hogar",145
1214,"San José el Rodeo","No le gusta / no quiere ir",1029
1214,"San José el Rodeo","Ya termino sus estudios",69
1214,"San José el Rodeo","Otra causa",1079
1214,"San José el Rodeo","No especificado",737
1215,"Malacatán","Falta de dinero",8968
1215,"Malacatán","Tiene que trabajar",3419
1215,"Malacatán","No hay escuela, instituto o universidad",34
1215,"Malacatán","Los padres / pareja no quieren",334
1215,"Malacatán","Quehaceres del hogar",812
1215,"Malacatán","No le gusta / no quiere ir",4563
1215,"Malacatán","Ya termino sus estudios",620
1215,"Malacatán","Otra causa",6000
1215,"Malacatán","No especificado",4634
1216,"Catarina","Falta de dinero",1623
1216,"Catarina","Tiene que trabajar",953
1216,"Catarina","No hay escuela, instituto o universidad",2
1216,"Catarina","Los padres / pareja no quieren",67
1216,"Catarina","Quehaceres del hogar",202
1216,"Catarina","No le gusta / no quiere ir",1288
1216,"Catarina","Ya termino sus estudios",456
1216,"Catarina","Otra causa",1994
1216,"Catarina","No especificado",1125
1217,"Ayutla","Falta de dinero",1861
1217,"Ayutla","Tiene que trabajar",1746
1217,"Ayutla","No hay escuela, instituto o universidad",21
1217,"Ayutla","Los padres / pareja no quieren",92
1217,"Ayutla","Quehaceres del hogar",364
1217,"Ayutla","No le gusta / no quiere ir",1662
1217,"Ayutla","Ya termino sus estudios",426
1217,"Ayutla","Otra causa",2328
1217,"Ayutla","No especificado",2341
1218,"Ocós","Falta de dinero",926
1218,"Ocós","Tiene que trabajar",501
1218,"Ocós","No hay escuela, instituto o universidad",10
1218,"Ocós","Los padres / pareja no quieren",54
1218,"Ocós","Quehaceres del hogar",94
1218,"Ocós","No le gusta / no quiere ir",558
1218,"Ocós","Ya termino sus estudios",45
1218,"Ocós","Otra causa",840
1218,"Ocós","No especificado",488
1219,"San Pablo","Falta de dinero",4998
1219,"San Pablo","Tiene que trabajar",1536
1219,"San Pablo","No hay escuela, instituto o universidad",45
1219,"San Pablo","Los padres / pareja no quieren",105
1219,"San Pablo","Quehaceres del hogar",298
1219,"San Pablo","No le gusta / no quiere ir",2260
1219,"San Pablo","Ya termino sus estudios",294
1219,"San Pablo","Otra causa",3485
1219,"San Pablo","No especificado",1422
1220,"El Quetzal","Falta de dinero",1718
1220,"El Quetzal","Tiene que trabajar",702
1220,"El Quetzal","No hay escuela, instituto o universidad",8
1220,"El Quetzal","Los padres / pareja no quieren",63
1220,"El Quetzal","Quehaceres del hogar",272
1220,"El Quetzal","No le gusta / no quiere ir",1748
1220,"El Quetzal","Ya termino sus estudios",159
1220,"El Quetzal","Otra causa",1940
1220,"El Quetzal","No especificado",910
1221,"La Reforma","Falta de dinero",1630
1221,"La Reforma","Tiene que trabajar",813
1221,"La Reforma","No hay escuela, instituto o universidad",5
1221,"La Reforma","Los padres / pareja no quieren",64
1221,"La Reforma","Quehaceres del hogar",244
1221,"La Reforma","No le gusta / no quiere ir",991
1221,"La Reforma","Ya termino sus estudios",47
1221,"La Reforma","Otra causa",1206
1221,"La Reforma","No especificado",364
1222,"Pajapita","Falta de dinero",1360
1222,"Pajapita","Tiene que trabajar",818
1222,"Pajapita","No hay escuela, instituto o universidad",15
1222,"Pajapita","Los padres / pareja no quieren",71
