"Código","Municipio","Total de viviendas particulares","Material Predominante de la Pared","Cantidad de Viviendas","Porcentaje de Viviendas Particulares"
610,"Santa María Ixhuatán",7153,"Concreto",87,1.22
610,"Santa María Ixhuatán",7153,"Adobe",260,3.63
610,"Santa María Ixhuatán",7153,"Madera",590,8.25
610,"Santa María Ixhuatán",7153,"Lamina metálica",681,9.52
610,"Santa María Ixhuatán",7153,"Bajareque",312,4.36
610,"Santa María Ixhuatán",7153,"Lepa, palo o caña",221,3.09
610,"Santa María Ixhuatán",7153,"Material de desecho",24,0.34
610,"Santa María Ixhuatán",7153,"Otro",144,2.01
610,"Santa María Ixhuatán",7153,"No especificado",9,0.13
611,"Guazacapán",5306,"Ladrillo",66,1.24
611,"Guazacapán",5306,"Block",3639,68.58
611,"Guazacapán",5306,"Concreto",36,0.68
611,"Guazacapán",5306,"Adobe",976,18.39
611,"Guazacapán",5306,"Madera",84,1.58
611,"Guazacapán",5306,"Lamina metálica",381,7.18
611,"Guazacapán",5306,"Bajareque",31,0.58
611,"Guazacapán",5306,"Lepa, palo o caña",51,0.96
611,"Guazacapán",5306,"Material de desecho",2,0.04
611,"Guazacapán",5306,"Otro",36,0.68
611,"Guazacapán",5306,"No especificado",4,0.08
612,"Santa Cruz Naranjo",4907,"Ladrillo",46,0.94
612,"Santa Cruz Naranjo",4907,"Block",3607,73.51
612,"Santa Cruz Naranjo",4907,"Concreto",60,1.22
612,"Santa Cruz Naranjo",4907,"Adobe",785,16
612,"Santa Cruz Naranjo",4907,"Madera",83,1.69
612,"Santa Cruz Naranjo",4907,"Lamina metálica",237,4.83
612,"Santa Cruz Naranjo",4907,"Bajareque",14,0.29
612,"Santa Cruz Naranjo",4907,"Lepa, palo o caña",33,0.67
612,"Santa Cruz Naranjo",4907,"Material de desecho",4,0.08
612,"Santa Cruz Naranjo",4907,"Otro",4,0.08
612,"Santa Cruz Naranjo",4907,"No especificado",34,0.69
613,"Pueblo Nuevo Viñas",7313,"Ladrillo",123,1.68
613,"Pueblo Nuevo Viñas",7313,"Block",4188,57.27
613,"Pueblo Nuevo Viñas",7313,"Concreto",39,0.53
613,"Pueblo Nuevo Viñas",7313,"Adobe",227,3.1
613,"Pueblo Nuevo Viñas",7313,"Madera",1915,26.19
613,"Pueblo Nuevo Viñas",7313,"Lamina metálica",577,7.89
613,"Pueblo Nuevo Viñas",7313,"Bajareque",16,0.22
613,"Pueblo Nuevo Viñas",7313,"Lepa, palo o caña",129,1.76
613,"Pueblo Nuevo Viñas",7313,"Material de desecho",6,0.08
613,"Pueblo Nuevo Viñas",7313,"Otro",62,0.85
613,"Pueblo Nuevo Viñas",7313,"No especificado",31,0.42
