"Código","Municipio","Total de viviendas particulares","Tipo de Ocupacion","Cantidad de Viviendas","Porcentaje de Viviendas Particulares"
1402,"Chiché",6241,"Ocupada",4694,75.21
1402,"Chiché",6241,"De uso temporal",130,2.08
1402,"Chiché",6241,"Desocupada",1384,22.18
1402,"Chiché",6241,"Rechazo total o parcial",33,0.53
1403,"Chinique",3097,"Ocupada",2182,70.46
1403,"Chinique",3097,"De uso temporal",53,1.71
1403,"Chinique",3097,"Desocupada",856,27.64
1403,"Chinique",3097,"Rechazo total o parcial",6,0.19
1404,"Zacualpa",7705,"Ocupada",5648,73.3
1404,"Zacualpa",7705,"De uso temporal",83,1.08
1404,"Zacualpa",7705,"Desocupada",1974,25.62
1404,"Zacualpa",7705,"Rechazo total o parcial",0,0
1405,"Chajul",9552,"Ocupada",8342,87.33
1405,"Chajul",9552,"De uso temporal",155,1.62
1405,"Chajul",9552,"Desocupada",1054,11.03
1405,"Chajul",9552,"Rechazo total o parcial",1,0.01
1406,"Santo Tomás Chichicastenango",29575,"Ocupada",22611,76.45
1406,"Santo Tomás Chichicastenango",29575,"De uso temporal",977,3.3
1406,"Santo Tomás Chichicastenango",29575,"Desocupada",5793,19.59
1406,"Santo Tomás Chichicastenango",29575,"Rechazo total o parcial",194,0.66
1407,"Patzité",1353,"Ocupada",1052,77.75
1407,"Patzité",1353,"De uso temporal",38,2.81
1407,"Patzité",1353,"Desocupada",259,19.14
1407,"Patzité",1353,"Rechazo total o parcial",4,0.3
1408,"San Antonio Ilotenango",5315,"Ocupada",3961,74.52
1408,"San Antonio Ilotenango",5315,"De uso temporal",111,2.09
1408,"San Antonio Ilotenango",5315,"Desocupada",1217,22.9
1408,"San Antonio Ilotenango",5315,"Rechazo total o parcial",26,0.49
1409,"San Pedro Jocopilas",6518,"Ocupada",4606,70.67
1409,"San Pedro Jocopilas",6518,"De uso temporal",105,1.61
1409,"San Pedro Jocopilas",6518,"Desocupada",1627,24.96
1409,"San Pedro Jocopilas",6518,"Rechazo total o parcial",180,2.76
1410,"Cunén",7976,"Ocupada",6614,82.92
1410,"Cunén",7976,"De uso temporal",47,0.59
1410,"Cunén",7976,"Desocupada",1215,15.23
1410,"Cunén",7976,"Rechazo total o parcial",100,1.25
1411,"San Juan Cotzal",6530,"Ocupada",5451,83.48
1411,"San Juan Cotzal",6530,"De uso temporal",115,1.76
1411,"San Juan Cotzal",6530,"Desocupada",848,12.99
1411,"San Juan Cotzal",6530,"Rechazo total o parcial",116,1.78
1412,"Joyabaj",19955,"Ocupada",14668,73.51
1412,"Joyabaj",19955,"De uso temporal",260,1.3
1412,"Joyabaj",19955,"Desocupada",4629,23.2
1412,"Joyabaj",19955,"Rechazo total o parcial",398,1.99
1413,"Santa María Nebaj",18723,"Ocupada",14513,77.51
1413,"Santa María Nebaj",18723,"De uso temporal",221,1.18
1413,"Santa María Nebaj",18723,"Desocupada",3973,21.22
1413,"Santa María Nebaj",18723,"Rechazo total o parcial",16,0.09
1414,"San Andrés Sajcabajá",7785,"Ocupada",5103,65.55
1414,"San Andrés Sajcabajá",7785,"De uso temporal",256,3.29
1414,"San Andrés Sajcabajá",7785,"Desocupada",2169,27.86
1414,"San Andrés Sajcabajá",7785,"Rechazo total o parcial",257,3.3
1415,"San Miguel Uspantán",14049,"Ocupada",12151,86.49
1415,"San Miguel Uspantán",14049,"De uso temporal",120,0.85
1415,"San Miguel Uspantán",14049,"Desocupada",1651,11.75
1415,"San Miguel Uspantán",14049,"Rechazo total o parcial",127,0.9
1416,"Sacapulas",11735,"Ocupada",8748,74.55
1416,"Sacapulas",11735,"De uso temporal",239,2.04
1416,"Sacapulas",11735,"Desocupada",2745,23.39
1416,"Sacapulas",11735,"Rechazo total o parcial",3,0.03
1417,"San Bartolomé Jocotenango",3065,"Ocupada",1980,64.6
1417,"San Bartolomé Jocotenango",3065,"De uso temporal",78,2.54
1417,"San Bartolomé Jocotenango",3065,"Desocupada",963,31.42
1417,"San Bartolomé Jocotenango",3065,"Rechazo total o parcial",44,1.44
1418,"Canillá",3978,"Ocupada",2672,67.17
1418,"Canillá",3978,"De uso temporal",38,0.96
1418,"Canillá",3978,"Desocupada",1247,31.35
1418,"Canillá",3978,"Rechazo total o parcial",21,0.53
1419,"Chicamán",8477,"Ocupada",7321,86.36
1419,"Chicamán",8477,"De uso temporal",65,0.77
1419,"Chicamán",8477,"Desocupada",1071,12.63
1419,"Chicamán",8477,"Rechazo total o parcial",20,0.24
1420,"Playa Grande Ixcán",22220,"Ocupada",18461,83.08
1420,"Playa Grande Ixcán",22220,"De uso temporal",292,1.31
1420,"Playa Grande Ixcán",22220,"Desocupada",3463,15.59
1420,"Playa Grande Ixcán",22220,"Rechazo total o parcial",4,0.02
1421,"Pachalum",3091,"Ocupada",2213,71.59
1421,"Pachalum",3091,"De uso temporal",66,2.14
1421,"Pachalum",3091,"Desocupada",810,26.21
1421,"Pachalum",3091,"Rechazo total o parcial",2,0.06
1501,"Salamá",18572,"Ocupada",15286,82.31
1501,"Salamá",18572,"De uso temporal",178,0.96
1501,"Salamá",18572,"Desocupada",3106,16.72
1501,"Salamá",18572,"Rechazo total o parcial",2,0.01
1502,"San Miguel Chicaj",8757,"Ocupada",6846,78.18
1502,"San Miguel Chicaj",8757,"De uso temporal",41,0.47
1502,"San Miguel Chicaj",8757,"Desocupada",1868,21.33
1502,"San Miguel Chicaj",8757,"Rechazo total o parcial",2,0.02
1503,"Rabinal",12033,"Ocupada",9142,75.97
1503,"Rabinal",12033,"De uso temporal",29,0.24
1503,"Rabinal",12033,"Desocupada",2861,23.78
1503,"Rabinal",12033,"Rechazo total o parcial",1,0.01
1504,"Cubulco",17440,"Ocupada",11762,67.44
1504,"Cubulco",17440,"De uso temporal",143,0.82
1504,"Cubulco",17440,"Desocupada",5532,31.72
1504,"Cubulco",17440,"Rechazo total o parcial",3,0.02
1505,"Granados",4595,"Ocupada",3493,76.02
1505,"Granados",4595,"De uso temporal",96,2.09
1505,"Granados",4595,"Desocupada",1006,21.89
1505,"Granados",4595,"Rechazo total o parcial",0,0
1506,"Santa Cruz El Chol",3293,"Ocupada",2425,73.64
1506,"Santa Cruz El Chol",3293,"De uso temporal",13,0.39
1506,"Santa Cruz El Chol",3293,"Desocupada",855,25.96
1506,"Santa Cruz El Chol",3293,"Rechazo total o parcial",0,0
1507,"San Jerónimo",7611,"Ocupada",5970,78.44
1507,"San Jerónimo",7611,"De uso temporal",101,1.33
1507,"San Jerónimo",7611,"Desocupada",1539,20.22
1507,"San Jerónimo",7611,"Rechazo total o parcial",1,0.01
1508,"Purulhá",11470,"Ocupada",10308,89.87
1508,"Purulhá",11470,"De uso temporal",133,1.16
1508,"Purulhá",11470,"Desocupada",1029,8.97
1508,"Purulhá",11470,"Rechazo total o parcial",0,0
1601,"Cobán",48625,"Ocupada",42672,87.76
1601,"Cobán",48625,"De uso temporal",1308,2.69
1601,"Cobán",48625,"Desocupada",4496,9.25
1601,"Cobán",48625,"Rechazo total o parcial",149,0.31
1602,"Santa Cruz Verapaz",6977,"Ocupada",5938,85.11
1602,"Santa Cruz Verapaz",6977,"De uso temporal",199,2.85
1602,"Santa Cruz Verapaz",6977,"Desocupada",830,11.9
1602,"Santa Cruz Verapaz",6977,"Rechazo total o parcial",10,0.14
1603,"San Cristóbal Verapaz",13376,"Ocupada",11880,88.82
1603,"San Cristóbal Verapaz",13376,"De uso temporal",136,1.02
1603,"San Cristóbal Verapaz",13376,"Desocupada",1348,10.08
1603,"San Cristóbal Verapaz",13376,"Rechazo total o parcial",12,0.09
1604,"Tactic",8969,"Ocupada",7621,84.97
1604,"Tactic",8969,"De uso temporal",198,2.21
1604,"Tactic",8969,"Desocupada",1139,12.7
1604,"Tactic",8969,"Rechazo total o parcial",11,0.12
1605,"Tamahú",3769,"Ocupada",3496,92.76
1605,"Tamahú",3769,"De uso temporal",26,0.69
1605,"Tamahú",3769,"Desocupada",247,6.55
1605,"Tamahú",3769,"Rechazo total o parcial",0,0
1606,"San Miguel Tucurú",8844,"Ocupada",8185,92.55
1606,"San Miguel Tucurú",8844,"De uso temporal",88,1
1606,"San Miguel Tucurú",8844,"Desocupada",570,6.45
1606,"San Miguel Tucurú",8844,"Rechazo total o parcial",1,0.01
1607,"Panzós",14441,"Ocupada",12980,89.88
1607,"Panzós",14441,"De uso temporal",248,1.72
1607,"Panzós",14441,"Desocupada",1213,8.4
1607,"Panzós",14441,"Rechazo total o parcial",0,0
1608,"Senahú",18045,"Ocupada",16540,91.66
1608,"Senahú",18045,"De uso temporal",133,0.74
1608,"Senahú",18045,"Desocupada",1351,7.49
1608,"Senahú",18045,"Rechazo total o parcial",21,0.12
1609,"San Pedro Carchá",48637,"Ocupada",43295,89.02
1609,"San Pedro Carchá",48637,"De uso temporal",1085,2.23
1609,"San Pedro Carchá",48637,"Desocupada",4250,8.74
1609,"San Pedro Carchá",48637,"Rechazo total o parcial",7,0.01
1610,"San Juan Chamelco",12546,"Ocupada",10920,87.04
1610,"San Juan Chamelco",12546,"De uso temporal",246,1.96
1610,"San Juan Chamelco",12546,"Desocupada",1375,10.96
1610,"San Juan Chamelco",12546,"Rechazo total o parcial",5,0.04
1611,"San Agustín Lanquín",4709,"Ocupada",4379,92.99
1611,"San Agustín Lanquín",4709,"De uso temporal",40,0.85
1611,"San Agustín Lanquín",4709,"Desocupada",290,6.16
1611,"San Agustín Lanquín",4709,"Rechazo total o parcial",0,0
1612,"Santa María Cahabón",12444,"Ocupada",11690,93.94
1612,"Santa María Cahabón",12444,"De uso temporal",101,0.81
1612,"Santa María Cahabón",12444,"Desocupada",595,4.78
1612,"Santa María Cahabón",12444,"Rechazo total o parcial",58,0.47
1613,"Chisec",16897,"Ocupada",14851,87.89
1613,"Chisec",16897,"De uso temporal",417,2.47
1613,"Chisec",16897,"Desocupada",1623,9.61
1613,"Chisec",16897,"Rechazo total o parcial",6,0.04
1614,"Chahal",5675,"Ocupada",5028,88.6
1614,"Chahal",5675,"De uso temporal",18,0.32
1614,"Chahal",5675,"Desocupada",627,11.05
1614,"Chahal",5675,"Rechazo total o parcial",2,0.04
1615,"Fray Bartolomé de las Casas",14444,"Ocupada",12492,86.49
1615,"Fray Bartolomé de las Casas",14444,"De uso temporal",393,2.72
1615,"Fray Bartolomé de las Casas",14444,"Desocupada",1555,10.77
1615,"Fray Bartolomé de las Casas",14444,"Rechazo total o parcial",4,0.03
1616,"Santa Catalina La Tinta",8178,"Ocupada",7623,93.21
1616,"Santa Catalina La Tinta",8178,"De uso temporal",46,0.56
1616,"Santa Catalina La Tinta",8178,"Desocupada",470,5.75
1616,"Santa Catalina La Tinta",8178,"Rechazo total o parcial",39,0.48
1617,"Raxruhá",7629,"Ocupada",6637,87
1617,"Raxruhá",7629,"De uso temporal",103,1.35
1617,"Raxruhá",7629,"Desocupada",884,11.59
1617,"Raxruhá",7629,"Rechazo total o parcial",5,0.07
1701,"Flores",11984,"Ocupada",9670,80.69
1701,"Flores",11984,"De uso temporal",673,5.62
1701,"Flores",11984,"Desocupada",1638,13.67
1701,"Flores",11984,"Rechazo total o parcial",3,0.03
1702,"San José",1901,"Ocupada",1442,75.85
1702,"San José",1901,"De uso temporal",18,0.95
1702,"San José",1901,"Desocupada",441,23.2
1702,"San José",1901,"Rechazo total o parcial",0,0
1703,"San Benito",12662,"Ocupada",10838,85.59
1703,"San Benito",12662,"De uso temporal",207,1.63
1703,"San Benito",12662,"Desocupada",1589,12.55
1703,"San Benito",12662,"Rechazo total o parcial",28,0.22
1704,"San Andrés",9454,"Ocupada",7076,74.85
1704,"San Andrés",9454,"De uso temporal",343,3.63
1704,"San Andrés",9454,"Desocupada",1916,20.27
1704,"San Andrés",9454,"Rechazo total o parcial",119,1.26
1705,"La Libertad",19109,"Ocupada",15302,80.08
1705,"La Libertad",19109,"De uso temporal",223,1.17
1705,"La Libertad",19109,"Desocupada",3582,18.75
1705,"La Libertad",19109,"Rechazo total o parcial",2,0.01
1706,"San Francisco",4036,"Ocupada",3355,83.13
1706,"San Francisco",4036,"De uso temporal",27,0.67
1706,"San Francisco",4036,"Desocupada",654,16.2
1706,"San Francisco",4036,"Rechazo total o parcial",0,0
1707,"Santa Ana",6337,"Ocupada",4906,77.42
1707,"Santa Ana",6337,"De uso temporal",160,2.52
1707,"Santa Ana",6337,"Desocupada",1231,19.43
1707,"Santa Ana",6337,"Rechazo total o parcial",40,0.63
1708,"Dolores",7265,"Ocupada",5767,79.38
1708,"Dolores",7265,"De uso temporal",109,1.5
1708,"Dolores",7265,"Desocupada",1373,18.9
1708,"Dolores",7265,"Rechazo total o parcial",16,0.22
1709,"San Luis",17253,"Ocupada",14468,83.86
1709,"San Luis",17253,"De uso temporal",191,1.11
1709,"San Luis",17253,"Desocupada",2587,14.99
1709,"San Luis",17253,"Rechazo total o parcial",7,0.04
1710,"Sayaxché",21733,"Ocupada",18763,86.33
1710,"Sayaxché",21733,"De uso temporal",337,1.55
1710,"Sayaxché",21733,"Desocupada",2632,12.11
1710,"Sayaxché",21733,"Rechazo total o parcial",1,0
1711,"Melchor de Mencos",8080,"Ocupada",6676,82.62
1711,"Melchor de Mencos",8080,"De uso temporal",277,3.43
1711,"Melchor de Mencos",8080,"Desocupada",1127,13.95
1711,"Melchor de Mencos",8080,"Rechazo total o parcial",0,0
1712,"Poptún",14382,"Ocupada",11695,81.32
1712,"Poptún",14382,"De uso temporal",311,2.16
1712,"Poptún",14382,"Desocupada",2376,16.52
1712,"Poptún",14382,"Rechazo total o parcial",0,0
1713,"Las Cruces",8602,"Ocupada",6922,80.47
1713,"Las Cruces",8602,"De uso temporal",166,1.93
1713,"Las Cruces",8602,"Desocupada",1462,17
1713,"Las Cruces",8602,"Rechazo total o parcial",52,0.6
1714,"El Chal",3826,"Ocupada",3168,82.8
1714,"El Chal",3826,"De uso temporal",82,2.14
1714,"El Chal",3826,"Desocupada",576,15.05
1714,"El Chal",3826,"Rechazo total o parcial",0,0
1801,"Puerto Barrios",31447,"Ocupada",26172,83.23
1801,"Puerto Barrios",31447,"De uso temporal",491,1.56
1801,"Puerto Barrios",31447,"Desocupada",3784,12.03
1801,"Puerto Barrios",31447,"Rechazo total o parcial",1000,3.18
1802,"Livingston",19605,"Ocupada",15703,80.1
1802,"Livingston",19605,"De uso temporal",649,3.31
1802,"Livingston",19605,"Desocupada",3153,16.08
1802,"Livingston",19605,"Rechazo total o parcial",100,0.51
1803,"El Estor",15708,"Ocupada",13772,87.68
1803,"El Estor",15708,"De uso temporal",411,2.62
1803,"El Estor",15708,"Desocupada",1514,9.64
1803,"El Estor",15708,"Rechazo total o parcial",11,0.07
1804,"Morales",29328,"Ocupada",24035,81.95
1804,"Morales",29328,"De uso temporal",656,2.24
1804,"Morales",29328,"Desocupada",4575,15.6
1804,"Morales",29328,"Rechazo total o parcial",62,0.21
1805,"Los Amates",17245,"Ocupada",13712,79.51
1805,"Los Amates",17245,"De uso temporal",193,1.12
1805,"Los Amates",17245,"Desocupada",3242,18.8
1805,"Los Amates",17245,"Rechazo total o parcial",98,0.57
1901,"Zacapa",19006,"Ocupada",15099,79.44
1901,"Zacapa",19006,"De uso temporal",398,2.09
1901,"Zacapa",19006,"Desocupada",3209,16.88
1901,"Zacapa",19006,"Rechazo total o parcial",300,1.58
1902,"Estanzuela",3390,"Ocupada",2455,72.42
1902,"Estanzuela",3390,"De uso temporal",37,1.09
1902,"Estanzuela",3390,"Desocupada",848,25.01
1902,"Estanzuela",3390,"Rechazo total o parcial",50,1.47
1903,"Río Hondo",8188,"Ocupada",5735,70.04
1903,"Río Hondo",8188,"De uso temporal",199,2.43
1903,"Río Hondo",8188,"Desocupada",1992,24.33
1903,"Río Hondo",8188,"Rechazo total o parcial",262,3.2
1904,"Gualán",13760,"Ocupada",10784,78.37
1904,"Gualán",13760,"De uso temporal",173,1.26
1904,"Gualán",13760,"Desocupada",2793,20.3
1904,"Gualán",13760,"Rechazo total o parcial",10,0.07
1905,"Teculután",5620,"Ocupada",4407,78.42
1905,"Teculután",5620,"De uso temporal",82,1.46
1905,"Teculután",5620,"Desocupada",1124,20
1905,"Teculután",5620,"Rechazo total o parcial",7,0.12
1906,"Usumatlán",3984,"Ocupada",2982,74.85
1906,"Usumatlán",3984,"De uso temporal",162,4.07
1906,"Usumatlán",3984,"Desocupada",840,21.08
1906,"Usumatlán",3984,"Rechazo total o parcial",0,0
1907,"Cabañas",4237,"Ocupada",3255,76.82
1907,"Cabañas",4237,"De uso temporal",209,4.93
1907,"Cabañas",4237,"Desocupada",768,18.13
1907,"Cabañas",4237,"Rechazo total o parcial",5,0.12
1908,"San Diego",2353,"Ocupada",1675,71.19
1908,"San Diego",2353,"De uso temporal",59,2.51
1908,"San Diego",2353,"Desocupada",612,26.01
1908,"San Diego",2353,"Rechazo total o parcial",7,0.3
1909,"La Unión",8112,"Ocupada",6660,82.1
1909,"La Unión",8112,"De uso temporal",218,2.69
1909,"La Unión",8112,"Desocupada",1234,15.21
1909,"La Unión",8112,"Rechazo total o parcial",0,0
1910,"Huité",3538,"Ocupada",2616,73.94
1910,"Huité",3538,"De uso temporal",125,3.53
1910,"Huité",3538,"Desocupada",794,22.44
1910,"Huité",3538,"Rechazo total o parcial",3,0.08
1911,"San Jorge",3455,"Ocupada",2860,82.78
1911,"San Jorge",3455,"De uso temporal",41,1.19
1911,"San Jorge",3455,"Desocupada",552,15.98
1911,"San Jorge",3455,"Rechazo total o parcial",2,0.06
2001,"Chiquimula",28676,"Ocupada",24010,83.73
2001,"Chiquimula",28676,"De uso temporal",745,2.6
2001,"Chiquimula",28676,"Desocupada",3873,13.51
2001,"Chiquimula",28676,"Rechazo total o parcial",48,0.17
2002,"San José la Arada",2867,"Ocupada",2145,74.82
2002,"San José la Arada",2867,"De uso temporal",53,1.85
2002,"San José la Arada",2867,"Desocupada",669,23.33
2002,"San José la Arada",2867,"Rechazo total o parcial",0,0
2003,"San Juan Ermita",4351,"Ocupada",3576,82.19
2003,"San Juan Ermita",4351,"De uso temporal",45,1.03
2003,"San Juan Ermita",4351,"Desocupada",730,16.78
2003,"San Juan Ermita",4351,"Rechazo total o parcial",0,0
2004,"Jocotán",13722,"Ocupada",12345,89.97
2004,"Jocotán",13722,"De uso temporal",41,0.3
2004,"Jocotán",13722,"Desocupada",1336,9.74
2004,"Jocotán",13722,"Rechazo total o parcial",0,0
2005,"Camotán",11984,"Ocupada",10588,88.35
2005,"Camotán",11984,"De uso temporal",70,0.58
2005,"Camotán",11984,"Desocupada",1322,11.03
2005,"Camotán",11984,"Rechazo total o parcial",4,0.03
2006,"Olopa",6349,"Ocupada",5512,86.82
2006,"Olopa",6349,"De uso temporal",67,1.06
2006,"Olopa",6349,"Desocupada",769,12.11
2006,"Olopa",6349,"Rechazo total o parcial",1,0.02
2007,"Esquipulas",15478,"Ocupada",12207,78.87
2007,"Esquipulas",15478,"De uso temporal",202,1.31
2007,"Esquipulas",15478,"Desocupada",3069,19.83
2007,"Esquipulas",15478,"Rechazo total o parcial",0,0
2008,"Concepción las Minas",4869,"Ocupada",3087,63.4
2008,"Concepción las Minas",4869,"De uso temporal",72,1.48
2008,"Concepción las Minas",4869,"Desocupada",1710,35.12
2008,"Concepción las Minas",4869,"Rechazo total o parcial",0,0
2009,"Quezaltepeque",8716,"Ocupada",6502,74.6
2009,"Quezaltepeque",8716,"De uso temporal",208,2.39
2009,"Quezaltepeque",8716,"Desocupada",2006,23.02
2009,"Quezaltepeque",8716,"Rechazo total o parcial",0,0
2010,"San Jacinto",3302,"Ocupada",2744,83.1
2010,"San Jacinto",3302,"De uso temporal",36,1.09
2010,"San Jacinto",3302,"Desocupada",522,15.81
2010,"San Jacinto",3302,"Rechazo total o parcial",0,0
2011,"Ipala",7719,"Ocupada",5661,73.34
2011,"Ipala",7719,"De uso temporal",52,0.67
2011,"Ipala",7719,"Desocupada",2003,25.95
2011,"Ipala",7719,"Rechazo total o parcial",3,0.04
2101,"Jalapa",39015,"Ocupada",32257,82.68
2101,"Jalapa",39015,"De uso temporal",379,0.97
2101,"Jalapa",39015,"Desocupada",6365,16.31
2101,"Jalapa",39015,"Rechazo total o parcial",14,0.04
2102,"San Pedro Pinula",14640,"Ocupada",11925,81.45
2102,"San Pedro Pinula",14640,"De uso temporal",80,0.55
2102,"San Pedro Pinula",14640,"Desocupada",2631,17.97
2102,"San Pedro Pinula",14640,"Rechazo total o parcial",4,0.03
2103,"San Luis Jilotepeque",7634,"Ocupada",5866,76.84
2103,"San Luis Jilotepeque",7634,"De uso temporal",55,0.72
2103,"San Luis Jilotepeque",7634,"Desocupada",1712,22.43
2103,"San Luis Jilotepeque",7634,"Rechazo total o parcial",1,0.01
2104,"San Manuel Chaparrón",2945,"Ocupada",2185,74.19
2104,"San Manuel Chaparrón",2945,"De uso temporal",21,0.71
2104,"San Manuel Chaparrón",2945,"Desocupada",739,25.09
2104,"San Manuel Chaparrón",2945,"Rechazo total o parcial",0,0
2105,"San Carlos Alzatate",4095,"Ocupada",3508,85.67
2105,"San Carlos Alzatate",4095,"De uso temporal",18,0.44
2105,"San Carlos Alzatate",4095,"Desocupada",568,13.87
2105,"San Carlos Alzatate",4095,"Rechazo total o parcial",1,0.02
2106,"Monjas",8107,"Ocupada",6379,78.69
2106,"Monjas",8107,"De uso temporal",69,0.85
2106,"Monjas",8107,"Desocupada",1627,20.07
2106,"Monjas",8107,"Rechazo total o parcial",32,0.39
2107,"Mataquescuintla",11682,"Ocupada",9126,78.12
2107,"Mataquescuintla",11682,"De uso temporal",102,0.87
2107,"Mataquescuintla",11682,"Desocupada",2453,21
2107,"Mataquescuintla",11682,"Rechazo total o parcial",1,0.01
2201,"Jutiapa",38624,"Ocupada",31763,82.24
2201,"Jutiapa",38624,"De uso temporal",650,1.68
2201,"Jutiapa",38624,"Desocupada",5742,14.87
2201,"Jutiapa",38624,"Rechazo total o parcial",469,1.21
2202,"El Progreso",7303,"Ocupada",5582,76.43
2202,"El Progreso",7303,"De uso temporal",127,1.74
2202,"El Progreso",7303,"Desocupada",1594,21.83
2202,"El Progreso",7303,"Rechazo total o parcial",0,0
2203,"Santa Catarina Mita",10080,"Ocupada",7444,73.85
2203,"Santa Catarina Mita",10080,"De uso temporal",259,2.57
2203,"Santa Catarina Mita",10080,"Desocupada",2377,23.58
2203,"Santa Catarina Mita",10080,"Rechazo total o parcial",0,0
2204,"Agua Blanca",6084,"Ocupada",4329,71.15
2204,"Agua Blanca",6084,"De uso temporal",201,3.3
2204,"Agua Blanca",6084,"Desocupada",1554,25.54
2204,"Agua Blanca",6084,"Rechazo total o parcial",0,0
2205,"Asunción Mita",15572,"Ocupada",12369,79.43
2205,"Asunción Mita",15572,"De uso temporal",378,2.43
2205,"Asunción Mita",15572,"Desocupada",2825,18.14
2205,"Asunción Mita",15572,"Rechazo total o parcial",0,0
2206,"Yupiltepeque",4724,"Ocupada",3836,81.2
2206,"Yupiltepeque",4724,"De uso temporal",209,4.42
2206,"Yupiltepeque",4724,"Desocupada",679,14.37
2206,"Yupiltepeque",4724,"Rechazo total o parcial",0,0
2207,"Atescatempa",5916,"Ocupada",4852,82.01
2207,"Atescatempa",5916,"De uso temporal",96,1.62
2207,"Atescatempa",5916,"Desocupada",968,16.36
2207,"Atescatempa",5916,"Rechazo total o parcial",0,0
2208,"Jerez",2315,"Ocupada",1847,79.78
2208,"Jerez",2315,"De uso temporal",18,0.78
2208,"Jerez",2315,"Desocupada",450,19.44
2208,"Jerez",2315,"Rechazo total o parcial",0,0
2209,"El Adelanto",1717,"Ocupada",1436,83.63
2209,"El Adelanto",1717,"De uso temporal",29,1.69
2209,"El Adelanto",1717,"Desocupada",252,14.68
2209,"El Adelanto",1717,"Rechazo total o parcial",0,0
2210,"Zapotitlán",2423,"Ocupada",2030,83.78
2210,"Zapotitlán",2423,"De uso temporal",15,0.62
2210,"Zapotitlán",2423,"Desocupada",378,15.6
2210,"Zapotitlán",2423,"Rechazo total o parcial",0,0
2211,"Comapa",8048,"Ocupada",6913,85.9
2211,"Comapa",8048,"De uso temporal",77,0.96
2211,"Comapa",8048,"Desocupada",1058,13.15
2211,"Comapa",8048,"Rechazo total o parcial",0,0
2212,"Jalpatagua",8774,"Ocupada",6994,79.71
2212,"Jalpatagua",8774,"De uso temporal",167,1.9
2212,"Jalpatagua",8774,"Desocupada",1609,18.34
2212,"Jalpatagua",8774,"Rechazo total o parcial",4,0.05
2213,"Conguaco",4888,"Ocupada",4349,88.97
2213,"Conguaco",4888,"De uso temporal",16,0.33
2213,"Conguaco",4888,"Desocupada",523,10.7
2213,"Conguaco",4888,"Rechazo total o parcial",0,0
2214,"Moyuta",11393,"Ocupada",9396,82.47
2214,"Moyuta",11393,"De uso temporal",122,1.07
2214,"Moyuta",11393,"Desocupada",1875,16.46
2214,"Moyuta",11393,"Rechazo total o parcial",0,0
2215,"Pasaco",2852,"Ocupada",2138,74.96
2215,"Pasaco",2852,"De uso temporal",169,5.93
2215,"Pasaco",2852,"Desocupada",544,19.07
2215,"Pasaco",2852,"Rechazo total o parcial",1,0.04
2216,"San José Acatempa",4301,"Ocupada",3532,82.12
2216,"San José Acatempa",4301,"De uso temporal",37,0.86
2216,"San José Acatempa",4301,"Desocupada",732,17.02
2216,"San José Acatempa",4301,"Rechazo total o parcial",0,0
2217,"Quesada",6493,"Ocupada",5398,83.14
2217,"Quesada",6493,"De uso temporal",114,1.76
2217,"Quesada",6493,"Desocupada",981,15.11
2217,"Quesada",6493,"Rechazo total o parcial",0,0
