"Código","Municipio","Total de mujeres en edad fértil","Situación","Cantidad de Mujeres","Porcentaje de Mujeres"
1328,"San Rafael Petzal",2921,"NA_Hijos_Nacidos",134,0.05
1329,"San Gaspar Ixchil",2001,"NA_Hijos_Nacidos",78,0.04
1330,"Santiago Chimaltenango",3109,"NA_Hijos_Nacidos",121,0.04
1331,"Santa Ana Huista",2608,"NA_Hijos_Nacidos",122,0.05
1332,"Unión Cantinil",4518,"NA_Hijos_Nacidos",172,0.04
1333,"Petatán",1761,"NA_Hijos_Nacidos",30,0.02
1401,"Santa Cruz del Quiché",21349,"NA_Hijos_Nacidos",3122,0.15
1402,"Chiché",7576,"NA_Hijos_Nacidos",721,0.1
1403,"Chinique",3030,"NA_Hijos_Nacidos",230,0.08
1404,"Zacualpa",8921,"NA_Hijos_Nacidos",544,0.06
1405,"Chajul",12404,"NA_Hijos_Nacidos",601,0.05
1406,"Santo Tomás Chichicastenango",39398,"NA_Hijos_Nacidos",3863,0.1
1407,"Patzité",1651,"NA_Hijos_Nacidos",164,0.1
1408,"San Antonio Ilotenango",6624,"NA_Hijos_Nacidos",308,0.05
1409,"San Pedro Jocopilas",8259,"NA_Hijos_Nacidos",1012,0.12
1410,"Cunén",10413,"NA_Hijos_Nacidos",1038,0.1
1411,"San Juan Cotzal",7761,"NA_Hijos_Nacidos",304,0.04
1412,"Joyabaj",22143,"NA_Hijos_Nacidos",2028,0.09
1413,"Santa María Nebaj",20879,"NA_Hijos_Nacidos",1772,0.08
1414,"San Andrés Sajcabajá",7012,"NA_Hijos_Nacidos",727,0.1
1415,"San Miguel Uspantán",16070,"NA_Hijos_Nacidos",1036,0.06
1416,"Sacapulas",13771,"NA_Hijos_Nacidos",817,0.06
1417,"San Bartolomé Jocotenango",3359,"NA_Hijos_Nacidos",251,0.07
1418,"Canillá",3226,"NA_Hijos_Nacidos",350,0.11
1419,"Chicamán",9610,"NA_Hijos_Nacidos",873,0.09
1420,"Playa Grande Ixcán",24529,"NA_Hijos_Nacidos",689,0.03
1421,"Pachalum",2449,"NA_Hijos_Nacidos",82,0.03
1501,"Salamá",18185,"NA_Hijos_Nacidos",917,0.05
1502,"San Miguel Chicaj",9140,"NA_Hijos_Nacidos",342,0.04
1503,"Rabinal",10917,"NA_Hijos_Nacidos",268,0.02
1504,"Cubulco",14883,"NA_Hijos_Nacidos",570,0.04
1505,"Granados",3723,"NA_Hijos_Nacidos",125,0.03
1506,"Santa Cruz El Chol",2690,"NA_Hijos_Nacidos",36,0.01
1507,"San Jerónimo",6998,"NA_Hijos_Nacidos",140,0.02
1508,"Purulhá",13896,"NA_Hijos_Nacidos",514,0.04
1601,"Cobán",57097,"NA_Hijos_Nacidos",3529,0.06
1602,"Santa Cruz Verapaz",8480,"NA_Hijos_Nacidos",408,0.05
1603,"San Cristóbal Verapaz",17146,"NA_Hijos_Nacidos",970,0.06
1604,"Tactic",10415,"NA_Hijos_Nacidos",487,0.05
1605,"Tamahú",5062,"NA_Hijos_Nacidos",265,0.05
1606,"San Miguel Tucurú",10607,"NA_Hijos_Nacidos",1313,0.12
1607,"Panzós",17110,"NA_Hijos_Nacidos",726,0.04
1608,"Senahú",22827,"NA_Hijos_Nacidos",2113,0.09
1609,"San Pedro Carchá",60904,"NA_Hijos_Nacidos",3676,0.06
1610,"San Juan Chamelco",15105,"NA_Hijos_Nacidos",896,0.06
1611,"San Agustín Lanquín",6248,"NA_Hijos_Nacidos",717,0.11
1612,"Santa María Cahabón",17057,"NA_Hijos_Nacidos",2470,0.14
1613,"Chisec",20662,"NA_Hijos_Nacidos",1179,0.06
1614,"Chahal",6912,"NA_Hijos_Nacidos",451,0.07
1615,"Fray Bartolomé de las Casas",16834,"NA_Hijos_Nacidos",774,0.05
1616,"Santa Catalina La Tinta",10356,"NA_Hijos_Nacidos",406,0.04
1617,"Raxruhá",9279,"NA_Hijos_Nacidos",595,0.06
1701,"Flores",10948,"NA_Hijos_Nacidos",782,0.07
1702,"San José",1826,"NA_Hijos_Nacidos",36,0.02
1703,"San Benito",12803,"NA_Hijos_Nacidos",1414,0.11
1704,"San Andrés",8228,"NA_Hijos_Nacidos",342,0.04
1705,"La Libertad",18392,"NA_Hijos_Nacidos",1626,0.09
1706,"San Francisco",4060,"NA_Hijos_Nacidos",210,0.05
1707,"Santa Ana",5989,"NA_Hijos_Nacidos",705,0.12
1708,"Dolores",6887,"NA_Hijos_Nacidos",831,0.12
1709,"San Luis",18010,"NA_Hijos_Nacidos",833,0.05
1710,"Sayaxché",23645,"NA_Hijos_Nacidos",1276,0.05
1711,"Melchor de Mencos",7551,"NA_Hijos_Nacidos",273,0.04
1712,"Poptún",14432,"NA_Hijos_Nacidos",829,0.06
1713,"Las Cruces",8359,"NA_Hijos_Nacidos",638,0.08
1714,"El Chal",3755,"NA_Hijos_Nacidos",247,0.07
1801,"Puerto Barrios",28502,"NA_Hijos_Nacidos",1944,0.07
1802,"Livingston",19257,"NA_Hijos_Nacidos",1813,0.09
1803,"El Estor",17875,"NA_Hijos_Nacidos",956,0.05
1804,"Morales",27355,"NA_Hijos_Nacidos",1381,0.05
1805,"Los Amates",16007,"NA_Hijos_Nacidos",868,0.05
1901,"Zacapa",16621,"NA_Hijos_Nacidos",2077,0.12
1902,"Estanzuela",2774,"NA_Hijos_Nacidos",562,0.2
1903,"Río Hondo",6024,"NA_Hijos_Nacidos",407,0.07
1904,"Gualán",12009,"NA_Hijos_Nacidos",1832,0.15
1905,"Teculután",5032,"NA_Hijos_Nacidos",576,0.11
1906,"Usumatlán",3269,"NA_Hijos_Nacidos",214,0.07
1907,"Cabañas",3533,"NA_Hijos_Nacidos",197,0.06
1908,"San Diego",1927,"NA_Hijos_Nacidos",199,0.1
1909,"La Unión",8297,"NA_Hijos_Nacidos",910,0.11
1910,"Huité",2970,"NA_Hijos_Nacidos",168,0.06
1911,"San Jorge",3343,"NA_Hijos_Nacidos",377,0.11
2001,"Chiquimula",30451,"NA_Hijos_Nacidos",2702,0.09
2002,"San José la Arada",2376,"NA_Hijos_Nacidos",185,0.08
2003,"San Juan Ermita",4340,"NA_Hijos_Nacidos",346,0.08
2004,"Jocotán",16505,"NA_Hijos_Nacidos",1519,0.09
2005,"Camotán",13857,"NA_Hijos_Nacidos",868,0.06
2006,"Olopa",6866,"NA_Hijos_Nacidos",554,0.08
2007,"Esquipulas",14922,"NA_Hijos_Nacidos",1377,0.09
2008,"Concepción las Minas",3190,"NA_Hijos_Nacidos",210,0.07
2009,"Quezaltepeque",8185,"NA_Hijos_Nacidos",911,0.11
2010,"San Jacinto",3494,"NA_Hijos_Nacidos",348,0.1
2011,"Ipala",6296,"NA_Hijos_Nacidos",481,0.08
2101,"Jalapa",42623,"NA_Hijos_Nacidos",2646,0.06
2102,"San Pedro Pinula",15694,"NA_Hijos_Nacidos",842,0.05
2103,"San Luis Jilotepeque",7307,"NA_Hijos_Nacidos",393,0.05
2104,"San Manuel Chaparrón",2289,"NA_Hijos_Nacidos",115,0.05
2105,"San Carlos Alzatate",4999,"NA_Hijos_Nacidos",234,0.05
2106,"Monjas",7665,"NA_Hijos_Nacidos",711,0.09
2107,"Mataquescuintla",11337,"NA_Hijos_Nacidos",572,0.05
2201,"Jutiapa",39656,"NA_Hijos_Nacidos",3713,0.09
2202,"El Progreso",6350,"NA_Hijos_Nacidos",908,0.14
2203,"Santa Catarina Mita",8125,"NA_Hijos_Nacidos",620,0.08
2204,"Agua Blanca",4440,"NA_Hijos_Nacidos",380,0.09
2205,"Asunción Mita",13397,"NA_Hijos_Nacidos",801,0.06
2206,"Yupiltepeque",4731,"NA_Hijos_Nacidos",422,0.09
2207,"Atescatempa",4966,"NA_Hijos_Nacidos",257,0.05
2208,"Jerez",1648,"NA_Hijos_Nacidos",69,0.04
2209,"El Adelanto",1715,"NA_Hijos_Nacidos",144,0.08
2210,"Zapotitlán",2385,"NA_Hijos_Nacidos",131,0.05
2211,"Comapa",8354,"NA_Hijos_Nacidos",711,0.09
2212,"Jalpatagua",7773,"NA_Hijos_Nacidos",696,0.09
2213,"Conguaco",5724,"NA_Hijos_Nacidos",279,0.05
2214,"Moyuta",10365,"NA_Hijos_Nacidos",697,0.07
2215,"Pasaco",2199,"NA_Hijos_Nacidos",219,0.1
2216,"San José Acatempa",3796,"NA_Hijos_Nacidos",372,0.1
2217,"Quesada",6155,"NA_Hijos_Nacidos",393,0.06
101,"Guatemala",263622,"Con  0 hijos sobrevivientes",1345,0.01
102,"Santa Catarina Pinula",23901,"Con  0 hijos sobrevivientes",87,0
103,"San José Pinula",23316,"Con  0 hijos sobrevivientes",100,0
104,"San José del Golfo",1965,"Con  0 hijos sobrevivientes",10,0.01
105,"Palencia",19386,"Con  0 hijos sobrevivientes",82,0
106,"Chinautla",32974,"Con  0 hijos sobrevivientes",111,0
107,"San Pedro Ayampuc",16464,"Con  0 hijos sobrevivientes",79,0
108,"Mixco",136108,"Con  0 hijos sobrevivientes",719,0.01
109,"San Pedro Sacatepéquez",14527,"Con  0 hijos sobrevivientes",44,0
110,"San Juan Sacatepéquez",60398,"Con  0 hijos sobrevivientes",186,0
111,"San Raymundo",9010,"Con  0 hijos sobrevivientes",25,0
112,"Chuarrancho",3142,"Con  0 hijos sobrevivientes",8,0
113,"Fraijanes",16324,"Con  0 hijos sobrevivientes",55,0
114,"Amatitlán",33678,"Con  0 hijos sobrevivientes",121,0
115,"Villa Nueva",127756,"Con  0 hijos sobrevivientes",631,0
116,"Villa Canales",44559,"Con  0 hijos sobrevivientes",162,0
117,"San Miguel Petapa",40599,"Con  0 hijos sobrevivientes",137,0
201,"Guastatoya",6931,"Con  0 hijos sobrevivientes",23,0
202,"Morazán",3180,"Con  0 hijos sobrevivientes",8,0
203,"San Agustín Acasaguastlán",11692,"Con  0 hijos sobrevivientes",51,0
204,"San Cristóbal Acasaguastlán",1955,"Con  0 hijos sobrevivientes",9,0
205,"El Jícaro",3577,"Con  0 hijos sobrevivientes",15,0
206,"Sansare",3473,"Con  0 hijos sobrevivientes",16,0
207,"Sanarate",10818,"Con  0 hijos sobrevivientes",27,0
208,"San Antonio la Paz",5562,"Con  0 hijos sobrevivientes",26,0
301,"Antigua Guatemala",12916,"Con  0 hijos sobrevivientes",80,0.01
302,"Jocotenango",6227,"Con  0 hijos sobrevivientes",20,0
303,"Pastores",4986,"Con  0 hijos sobrevivientes",20,0
304,"Sumpango",10410,"Con  0 hijos sobrevivientes",33,0
305,"Santo Domingo Xenacoj",3564,"Con  0 hijos sobrevivientes",7,0
306,"Santiago Sacatepéquez",8470,"Con  0 hijos sobrevivientes",65,0.01
307,"San Bartolomé Milpas Altas",2316,"Con  0 hijos sobrevivientes",12,0.01
308,"San Lucas Sacatepéquez",6865,"Con  0 hijos sobrevivientes",25,0
309,"Santa Lucía Milpas Altas",4666,"Con  0 hijos sobrevivientes",10,0
310,"Magdalena Milpas Altas",3404,"Con  0 hijos sobrevivientes",5,0
311,"Santa María de Jesús",5691,"Con  0 hijos sobrevivientes",21,0
312,"Ciudad Vieja",9597,"Con  0 hijos sobrevivientes",35,0
313,"San Miguel Dueñas",3701,"Con  0 hijos sobrevivientes",11,0
314,"San Juan Alotenango",6638,"Con  0 hijos sobrevivientes",29,0
315,"San Antonio Aguas Calientes",3174,"Con  0 hijos sobrevivientes",7,0
316,"Santa Catarina Barahona",1165,"Con  0 hijos sobrevivientes",5,0
401,"Chimaltenango",28134,"Con  0 hijos sobrevivientes",100,0
402,"San José Poaquil",7775,"Con  0 hijos sobrevivientes",28,0
403,"San Martín Jilotepeque",20494,"Con  0 hijos sobrevivientes",65,0
404,"San Juan Comalapa",13383,"Con  0 hijos sobrevivientes",63,0
405,"Santa Apolonia",5015,"Con  0 hijos sobrevivientes",25,0
406,"Tecpán Guatemala",24496,"Con  0 hijos sobrevivientes",46,0
407,"Patzún",16041,"Con  0 hijos sobrevivientes",59,0
408,"San Miguel Pochuta",2263,"Con  0 hijos sobrevivientes",7,0
409,"Patzicía",9111,"Con  0 hijos sobrevivientes",33,0
410,"Santa Cruz Balanyá",2546,"Con  0 hijos sobrevivientes",11,0
411,"Acatenango",6322,"Con  0 hijos sobrevivientes",22,0
412,"San Pedro Yepocapa",8808,"Con  0 hijos sobrevivientes",28,0
413,"San Andrés Itzapa",8851,"Con  0 hijos sobrevivientes",30,0
414,"Parramos",4545,"Con  0 hijos sobrevivientes",8,0
415,"Zaragoza",6732,"Con  0 hijos sobrevivientes",28,0
416,"El Tejar",5724,"Con  0 hijos sobrevivientes",20,0
501,"Escuintla",42696,"Con  0 hijos sobrevivientes",216,0.01
502,"Santa Lucía Cotzumalguapa",30471,"Con  0 hijos sobrevivientes",152,0
503,"La Democracia",6084,"Con  0 hijos sobrevivientes",32,0.01
504,"Siquinalá",6132,"Con  0 hijos sobrevivientes",26,0
505,"Masagua",12045,"Con  0 hijos sobrevivientes",57,0
506,"Tiquisate",15282,"Con  0 hijos sobrevivientes",80,0.01
507,"La Gomera",12555,"Con  0 hijos sobrevivientes",64,0.01
508,"Guanagazapa",3982,"Con  0 hijos sobrevivientes",14,0
509,"San José",17344,"Con  0 hijos sobrevivientes",76,0
510,"Iztapa",5076,"Con  0 hijos sobrevivientes",23,0
511,"Palín",18821,"Con  0 hijos sobrevivientes",98,0.01
512,"San Vicente Pacaya",4514,"Con  0 hijos sobrevivientes",18,0
513,"Nueva Concepción",19822,"Con  0 hijos sobrevivientes",78,0
514,"Sipacate",4426,"Con  0 hijos sobrevivientes",22,0
601,"Cuilapa",11113,"Con  0 hijos sobrevivientes",45,0
602,"Barberena",15892,"Con  0 hijos sobrevivientes",88,0.01
603,"Santa Rosa de Lima",5402,"Con  0 hijos sobrevivientes",23,0
604,"Casillas",6840,"Con  0 hijos sobrevivientes",21,0
605,"San Rafael las Flores",3387,"Con  0 hijos sobrevivientes",14,0
606,"Oratorio",6472,"Con  0 hijos sobrevivientes",29,0
607,"San Juan Tecuaco",2596,"Con  0 hijos sobrevivientes",9,0
608,"Chiquimulilla",14388,"Con  0 hijos sobrevivientes",50,0
609,"Taxisco",7702,"Con  0 hijos sobrevivientes",34,0
610,"Santa María Ixhuatán",6168,"Con  0 hijos sobrevivientes",21,0
611,"Guazacapán",5037,"Con  0 hijos sobrevivientes",25,0
612,"Santa Cruz Naranjo",4352,"Con  0 hijos sobrevivientes",24,0.01
613,"Pueblo Nuevo Viñas",6315,"Con  0 hijos sobrevivientes",29,0
614,"Nueva Santa Rosa",10035,"Con  0 hijos sobrevivientes",47,0
701,"Sololá",25247,"Con  0 hijos sobrevivientes",69,0
702,"San José Chacayá",1122,"Con  0 hijos sobrevivientes",3,0
703,"Santa María Visitación",679,"Con  0 hijos sobrevivientes",2,0
704,"Santa Lucía Utatlán",6157,"Con  0 hijos sobrevivientes",12,0
705,"Nahualá",22424,"Con  0 hijos sobrevivientes",64,0
706,"Santa Catarina Ixtahuacán",16963,"Con  0 hijos sobrevivientes",60,0
707,"Santa Clara la Laguna",2767,"Con  0 hijos sobrevivientes",9,0
708,"Concepción",1771,"Con  0 hijos sobrevivientes",4,0
709,"San Andrés Semetabaj",3867,"Con  0 hijos sobrevivientes",15,0
710,"Panajachel",4347,"Con  0 hijos sobrevivientes",18,0
711,"Santa Catarina Palopó",1073,"Con  0 hijos sobrevivientes",0,0
712,"San Antonio Palopó",4170,"Con  0 hijos sobrevivientes",10,0
713,"San Lucas Tolimán",8279,"Con  0 hijos sobrevivientes",29,0
714,"Santa Cruz la Laguna",1569,"Con  0 hijos sobrevivientes",3,0
715,"San Pablo la Laguna",2107,"Con  0 hijos sobrevivientes",8,0
716,"San Marcos la Laguna",828,"Con  0 hijos sobrevivientes",3,0
717,"San Juan la Laguna",3311,"Con  0 hijos sobrevivientes",8,0
718,"San Pedro la Laguna",2958,"Con  0 hijos sobrevivientes",15,0.01
719,"Santiago Atitlán",12280,"Con  0 hijos sobrevivientes",44,0
801,"Totonicapán",31356,"Con  0 hijos sobrevivientes",127,0
802,"San Cristóbal Totonicapán",10900,"Con  0 hijos sobrevivientes",33,0
803,"San Francisco el Alto",16792,"Con  0 hijos sobrevivientes",117,0.01
804,"San Andrés Xecul",8242,"Con  0 hijos sobrevivientes",25,0
805,"Momostenango",27315,"Con  0 hijos sobrevivientes",80,0
806,"Santa María Chiquimula",14291,"Con  0 hijos sobrevivientes",51,0
807,"Santa Lucía la Reforma",5615,"Con  0 hijos sobrevivientes",15,0
808,"San Bartolo Aguas Calientes",2728,"Con  0 hijos sobrevivientes",8,0
901,"Quetzaltenango",53486,"Con  0 hijos sobrevivientes",222,0
902,"Salcajá",5508,"Con  0 hijos sobrevivientes",26,0
903,"San Juan Olintepeque",10466,"Con  0 hijos sobrevivientes",38,0
904,"San Carlos Sija",8120,"Con  0 hijos sobrevivientes",31,0
905,"Sibilia",2247,"Con  0 hijos sobrevivientes",14,0.01
906,"Cabricán",6739,"Con  0 hijos sobrevivientes",22,0
907,"Cajolá",4304,"Con  0 hijos sobrevivientes",13,0
908,"San Miguel Siguilá",2376,"Con  0 hijos sobrevivientes",11,0
909,"San Juan Ostuncalco",15138,"Con  0 hijos sobrevivientes",41,0
910,"San Mateo",2320,"Con  0 hijos sobrevivientes",8,0
911,"Concepción Chiquirichapa",4983,"Con  0 hijos sobrevivientes",25,0.01
912,"San Martín Sacatepéquez",8563,"Con  0 hijos sobrevivientes",44,0.01
913,"Almolonga",4962,"Con  0 hijos sobrevivientes",5,0
914,"Cantel",11587,"Con  0 hijos sobrevivientes",49,0
915,"Huitán",3809,"Con  0 hijos sobrevivientes",15,0
916,"Zunil",4687,"Con  0 hijos sobrevivientes",9,0
917,"Colomba Costa Cuca",12394,"Con  0 hijos sobrevivientes",54,0
918,"San Francisco la Unión",2210,"Con  0 hijos sobrevivientes",8,0
919,"El Palmar",7719,"Con  0 hijos sobrevivientes",31,0
920,"Coatepeque",28908,"Con  0 hijos sobrevivientes",117,0
921,"Génova",9848,"Con  0 hijos sobrevivientes",32,0
922,"Flores Costa Cuca",5703,"Con  0 hijos sobrevivientes",25,0
923,"La Esperanza",6649,"Con  0 hijos sobrevivientes",20,0
924,"Palestina de los Altos",4544,"Con  0 hijos sobrevivientes",13,0
1001,"Mazatenango",21030,"Con  0 hijos sobrevivientes",105,0
1002,"Cuyotenango",9011,"Con  0 hijos sobrevivientes",27,0
1003,"San Francisco Zapotitlán",6178,"Con  0 hijos sobrevivientes",22,0
1004,"San Bernardino",4216,"Con  0 hijos sobrevivientes",15,0
1005,"San José el Ídolo",2693,"Con  0 hijos sobrevivientes",11,0
1006,"Santo Domingo Suchitepéquez",11191,"Con  0 hijos sobrevivientes",38,0
1007,"San Lorenzo",3561,"Con  0 hijos sobrevivientes",20,0.01
1008,"Samayac",6994,"Con  0 hijos sobrevivientes",45,0.01
1009,"San Pablo Jocopilas",6013,"Con  0 hijos sobrevivientes",22,0
1010,"San Antonio Suchitepéquez",15245,"Con  0 hijos sobrevivientes",79,0.01
1011,"San Miguel Panán",2633,"Con  0 hijos sobrevivientes",8,0
1012,"San Gabriel",2043,"Con  0 hijos sobrevivientes",12,0.01
1013,"Chicacao",14831,"Con  0 hijos sobrevivientes",46,0
1014,"Patulul",10637,"Con  0 hijos sobrevivientes",51,0
1015,"Santa Bárbara",6476,"Con  0 hijos sobrevivientes",35,0.01
1016,"San Juan Bautista",2005,"Con  0 hijos sobrevivientes",10,0
1017,"Santo Tomas la Unión",3403,"Con  0 hijos sobrevivientes",10,0
1018,"Zunilito",2255,"Con  0 hijos sobrevivientes",5,0
1019,"Pueblo Nuevo",3137,"Con  0 hijos sobrevivientes",9,0
1020,"Río Bravo",7124,"Con  0 hijos sobrevivientes",41,0.01
1021,"San José La Máquina",6174,"Con  0 hijos sobrevivientes",32,0.01
1101,"Retalhuleu",24735,"Con  0 hijos sobrevivientes",105,0
1102,"San Sebastián",8203,"Con  0 hijos sobrevivientes",111,0.01
1103,"Santa Cruz Muluá",3662,"Con  0 hijos sobrevivientes",27,0.01
1104,"San Martín Zapotitlán",3249,"Con  0 hijos sobrevivientes",5,0
1105,"San Felipe",6696,"Con  0 hijos sobrevivientes",31,0
1106,"San Andrés Villa Seca",12166,"Con  0 hijos sobrevivientes",49,0
1107,"Champerico",8488,"Con  0 hijos sobrevivientes",46,0.01
1108,"Nuevo San Carlos",10317,"Con  0 hijos sobrevivientes",34,0
1109,"El Asintal",10031,"Con  0 hijos sobrevivientes",34,0
1201,"San Marcos",13016,"Con  0 hijos sobrevivientes",51,0
1202,"San Pedro Sacatepéquez",21982,"Con  0 hijos sobrevivientes",89,0
1203,"San Antonio Sacatepéquez",5117,"Con  0 hijos sobrevivientes",24,0
1204,"Comitancillo",13997,"Con  0 hijos sobrevivientes",75,0.01
1205,"San Miguel Ixtahuacán",10985,"Con  0 hijos sobrevivientes",33,0
1206,"Concepción Tutuapa",16592,"Con  0 hijos sobrevivientes",41,0
1207,"Tacaná",18205,"Con  0 hijos sobrevivientes",72,0
1208,"Sibinal",3656,"Con  0 hijos sobrevivientes",13,0
1209,"Tajumulco",12855,"Con  0 hijos sobrevivientes",48,0
1210,"Tejutla",9468,"Con  0 hijos sobrevivientes",28,0
1211,"San Rafael Pie de la Cuesta",4455,"Con  0 hijos sobrevivientes",16,0
1212,"Nuevo Progreso",7576,"Con  0 hijos sobrevivientes",17,0
1213,"El Tumbador",11106,"Con  0 hijos sobrevivientes",42,0
1214,"San José el Rodeo",4544,"Con  0 hijos sobrevivientes",18,0
1215,"Malacatán",24599,"Con  0 hijos sobrevivientes",69,0
1216,"Catarina",7891,"Con  0 hijos sobrevivientes",45,0.01
1217,"Ayutla",10310,"Con  0 hijos sobrevivientes",55,0.01
1218,"Ocós",2906,"Con  0 hijos sobrevivientes",12,0
1219,"San Pablo",13154,"Con  0 hijos sobrevivientes",46,0
1220,"El Quetzal",5794,"Con  0 hijos sobrevivientes",26,0
1221,"La Reforma",4377,"Con  0 hijos sobrevivientes",15,0
1222,"Pajapita",5886,"Con  0 hijos sobrevivientes",25,0
1223,"Ixchiguán",5677,"Con  0 hijos sobrevivientes",12,0
1224,"San José Ojetenam",4442,"Con  0 hijos sobrevivientes",12,0
1225,"San Cristóbal Cucho",4347,"Con  0 hijos sobrevivientes",11,0
1226,"Sipacapa",4806,"Con  0 hijos sobrevivientes",8,0
1227,"Esquipulas Palo Gordo",3401,"Con  0 hijos sobrevivientes",8,0
1228,"Río Blanco",1403,"Con  0 hijos sobrevivientes",10,0.01
1229,"San Lorenzo",3377,"Con  0 hijos sobrevivientes",8,0
1230,"La Blanca",7676,"Con  0 hijos sobrevivientes",30,0
1301,"Huehuetenango",34102,"Con  0 hijos sobrevivientes",125,0
1302,"Chiantla",23810,"Con  0 hijos sobrevivientes",90,0
1303,"Malacatancito",5023,"Con  0 hijos sobrevivientes",20,0
1304,"Cuilco",15379,"Con  0 hijos sobrevivientes",36,0
1305,"Nentón",11613,"Con  0 hijos sobrevivientes",40,0
1306,"San Pedro Necta",10237,"Con  0 hijos sobrevivientes",32,0
1307,"Jacaltenango",10715,"Con  0 hijos sobrevivientes",30,0
1308,"San Pedro Soloma",13252,"Con  0 hijos sobrevivientes",28,0
1309,"San Ildefonso Ixtahuacán",11254,"Con  0 hijos sobrevivientes",38,0
1310,"Santa Bárbara",8665,"Con  0 hijos sobrevivientes",27,0
1311,"La Libertad",10031,"Con  0 hijos sobrevivientes",61,0.01
1312,"La Democracia",15055,"Con  0 hijos sobrevivientes",40,0
1313,"San Miguel Acatán",6259,"Con  0 hijos sobrevivientes",27,0
1314,"San Rafael La Independencia",3359,"Con  0 hijos sobrevivientes",13,0
1315,"Todos Santos Cuchumatán",7986,"Con  0 hijos sobrevivientes",44,0.01
1316,"San Juan Atitán",5474,"Con  0 hijos sobrevivientes",11,0
1317,"Santa Eulalia",9812,"Con  0 hijos sobrevivientes",29,0
1318,"San Mateo Ixtatán",11186,"Con  0 hijos sobrevivientes",65,0.01
1319,"Colotenango",8896,"Con  0 hijos sobrevivientes",16,0
1320,"San Sebastián Huehuetenango",8498,"Con  0 hijos sobrevivientes",27,0
1321,"Tectitán",2565,"Con  0 hijos sobrevivientes",17,0.01
1322,"Concepción Huista",4961,"Con  0 hijos sobrevivientes",20,0
1323,"San Juan Ixcoy",5786,"Con  0 hijos sobrevivientes",28,0
1324,"San Antonio Huista",4488,"Con  0 hijos sobrevivientes",18,0
1325,"San Sebastián Coatán",5413,"Con  0 hijos sobrevivientes",11,0
1326,"Santa Cruz Barillas",25158,"Con  0 hijos sobrevivientes",53,0
1327,"Aguacatán",14118,"Con  0 hijos sobrevivientes",50,0
1328,"San Rafael Petzal",2921,"Con  0 hijos sobrevivientes",8,0
1329,"San Gaspar Ixchil",2001,"Con  0 hijos sobrevivientes",7,0
1330,"Santiago Chimaltenango",3109,"Con  0 hijos sobrevivientes",20,0.01
1331,"Santa Ana Huista",2608,"Con  0 hijos sobrevivientes",13,0
1332,"Unión Cantinil",4518,"Con  0 hijos sobrevivientes",25,0.01
1333,"Petatán",1761,"Con  0 hijos sobrevivientes",4,0
1401,"Santa Cruz del Quiché",21349,"Con  0 hijos sobrevivientes",80,0
1402,"Chiché",7576,"Con  0 hijos sobrevivientes",22,0
1403,"Chinique",3030,"Con  0 hijos sobrevivientes",9,0
1404,"Zacualpa",8921,"Con  0 hijos sobrevivientes",26,0
1405,"Chajul",12404,"Con  0 hijos sobrevivientes",41,0
1406,"Santo Tomás Chichicastenango",39398,"Con  0 hijos sobrevivientes",80,0
1407,"Patzité",1651,"Con  0 hijos sobrevivientes",14,0.01
1408,"San Antonio Ilotenango",6624,"Con  0 hijos sobrevivientes",22,0
1409,"San Pedro Jocopilas",8259,"Con  0 hijos sobrevivientes",16,0
1410,"Cunén",10413,"Con  0 hijos sobrevivientes",20,0
1411,"San Juan Cotzal",7761,"Con  0 hijos sobrevivientes",29,0
1412,"Joyabaj",22143,"Con  0 hijos sobrevivientes",57,0
1413,"Santa María Nebaj",20879,"Con  0 hijos sobrevivientes",54,0
1414,"San Andrés Sajcabajá",7012,"Con  0 hijos sobrevivientes",36,0.01
1415,"San Miguel Uspantán",16070,"Con  0 hijos sobrevivientes",54,0
1416,"Sacapulas",13771,"Con  0 hijos sobrevivientes",29,0
1417,"San Bartolomé Jocotenango",3359,"Con  0 hijos sobrevivientes",6,0
1418,"Canillá",3226,"Con  0 hijos sobrevivientes",11,0
1419,"Chicamán",9610,"Con  0 hijos sobrevivientes",35,0
1420,"Playa Grande Ixcán",24529,"Con  0 hijos sobrevivientes",67,0
1421,"Pachalum",2449,"Con  0 hijos sobrevivientes",9,0
1501,"Salamá",18185,"Con  0 hijos sobrevivientes",65,0
1502,"San Miguel Chicaj",9140,"Con  0 hijos sobrevivientes",34,0
1503,"Rabinal",10917,"Con  0 hijos sobrevivientes",56,0.01
1504,"Cubulco",14883,"Con  0 hijos sobrevivientes",44,0
1505,"Granados",3723,"Con  0 hijos sobrevivientes",20,0.01
1506,"Santa Cruz El Chol",2690,"Con  0 hijos sobrevivientes",7,0
1507,"San Jerónimo",6998,"Con  0 hijos sobrevivientes",32,0
1508,"Purulhá",13896,"Con  0 hijos sobrevivientes",29,0
1601,"Cobán",57097,"Con  0 hijos sobrevivientes",211,0
1602,"Santa Cruz Verapaz",8480,"Con  0 hijos sobrevivientes",28,0
1603,"San Cristóbal Verapaz",17146,"Con  0 hijos sobrevivientes",54,0
1604,"Tactic",10415,"Con  0 hijos sobrevivientes",32,0
1605,"Tamahú",5062,"Con  0 hijos sobrevivientes",18,0
1606,"San Miguel Tucurú",10607,"Con  0 hijos sobrevivientes",32,0
1607,"Panzós",17110,"Con  0 hijos sobrevivientes",47,0
1608,"Senahú",22827,"Con  0 hijos sobrevivientes",61,0
